dialog_id,target_message_id,current_client_message,baseline_topic_id,enriched_topic_id,baseline_route,enriched_route,baseline_empty_clarification,enriched_empty_clarification,baseline_substantive_score,enriched_substantive_score,draft_became_more_substantive,empty_clarification_reduced,used_kb_context,invalid_topic_id,unsupported_numeric_promises,brand_separation_violation,high_risk_route_relaxed,baseline_manager_only_relaxed,baseline_manager_only_preserved,baseline_draft_text,enriched_draft_text
1751378045,16392,"Не надо связываться, спасибо",service:S3_out_of_scope,service:S2_unclear,manager_only,manager_only,False,False,15,21,True,False,True,False,False,False,False,False,True,Клиент просит не связываться. Сообщение клиенту отправлять не нужно. Менеджеру стоит зафиксировать отказ и просьбу не контактировать по регламенту компании.,"Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
1823221342,6474,Письмо со ссылкой получила. Спасибо.,service:S1_non_question,theme:025_missing_links_access,manager_only,manager_only,False,False,5,21,True,False,True,False,False,False,False,False,True,"Здравствуйте! Спасибо, рады, что письмо со ссылкой получили.","Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
331532799,3014,"Здравствуйте, Летняя Выездная школа находится в Менделеево у Зеленограда?",theme:019a_positive_feedback,service:S2_unclear,manager_only,manager_only,False,False,5,21,True,False,True,False,False,False,False,False,True,"Пожалуйста! Если появятся вопросы, напишите.","Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
421419227,9694,"Добрый день, оплата за Еремина М и Еремина М",service:S2_unclear,theme:001_pricing,manager_only,manager_only,False,False,18,21,True,False,True,False,False,False,False,False,True,"Добрый день! Уточните, пожалуйста, что именно нужно по оплате за Машу и Максима: проверить поступление платежа, прислать способ оплаты или подсказать сумму/срок?","Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
426475103,9690,Есть ли пробное занятие?,theme:023_trial_class,service:S2_unclear,draft_for_manager,draft_for_manager,False,False,14,21,True,False,True,False,False,False,False,False,False,"Здравствуйте! Уточним возможность пробного занятия по онлайн-математике для 3 класса и подскажем условия: дату, формат подключения и нужно ли заранее регистрироваться.","Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
5194977220,16490,Напишите мне в макс тестовое сообщение🙏,service:S5_general_consultation,service:S2_unclear,draft_for_manager,draft_for_manager,False,False,9,21,True,False,True,False,False,False,False,False,False,"Здравствуйте! Да, напишу вам тестовое сообщение в MAX. Проверьте, пожалуйста, что у нас указан верный контакт для связи.","Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
5223239650,8842,"ок, номер подскажите?",service:S2_unclear,service:S2_unclear,manager_only,manager_only,False,False,11,21,True,False,True,False,False,False,False,False,True,"Здравствуйте! Да, подскажем контакт. Я уточню актуальный номер справочной/нужного подразделения и отправлю вам корректную информацию.","Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
532164893,2753,"Добрый день! Нам уже прислали Договор и реквизиты для оплаты.
1. Попов Константин Алексеевич
2. 6 класс
3. Попов Алексей Викторович 
4. +79857667456
5. 7667456@mail.ru",service:S1_non_question,theme:001_pricing,manager_only,manager_only,False,False,35,21,False,False,True,False,False,False,False,False,True,"Получены данные для записи на летнюю выездную школу и формирования оплаты/документов: ученик Попов Константин Алексеевич, 6 класс; родитель Попов Алексей Викторович; телефон +79857667456; почта 7667456@mail.ru. Перед ответом клиенту проверьте запись в группу, корректность договора/реквизитов и возможность сформировать ссылку на предоплату.","Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
6962641825,11027,Здравствуйте! 8 марта занятия на Скорняжном будут?,theme:013_schedule,service:S2_unclear,draft_for_manager,draft_for_manager,False,False,17,21,True,False,True,False,False,False,False,False,False,"Здравствуйте! Уточню, будут ли занятия 8 марта на площадке на Скорняжном, и вернусь с ответом. Если в этот день будет перенос или изменение расписания, сообщим отдельно.","Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
837619059,4451,"Здравствуйте! 
Да, конечно! Сейчас отправлю Вам.",service:S1_non_question,service:S2_unclear,manager_only,manager_only,True,False,7,21,True,True,True,False,False,False,False,False,True,"Спасибо, будем ждать файл. После получения проверим и подтвердим.","Здравствуйте! Вижу ваш вопрос и сверю его с данными по заявке. В базе знаний есть ориентир для менеджера, но перед ответом нужно сверить актуальность условий именно по вашей программе. Перед отправкой проверим актуальность условий именно для вашей программы."
