priority,approval_item_id,item_type,topic,fact_id_ref,brand,product,manager_text,suggested_decision,rop_question,source_id,linked_open_question,risk_notes
P0,approve:fact_v3_foton_intensives_2026_oge_foton_prices_before_2026_04_07_two_subjects_75b51c5f35,price,01_pricing,fact:v3:foton:intensives_2026_oge_foton_prices_before_2026_04_07_two_subjects:75b51c5f35,foton,intensives_2026,Фотон: intensives 2026 / oge foton / prices before 2026 04 07 / two subjects — 27 720 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_ls_city_2026_foton_moscow_foton_prices_base_007eac865b,price,01_pricing,fact:v3:foton:ls_city_2026_foton_moscow_foton_prices_base:007eac865b,foton,city_camp_2026,Фотон: ls city 2026 foton / moscow foton / prices / base — 34 300 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_ls_city_2026_foton_moscow_foton_prices_plus_full_217cf635c1,price,01_pricing,fact:v3:foton:ls_city_2026_foton_moscow_foton_prices_plus_full:217cf635c1,foton,city_camp_2026,Фотон: ls city 2026 foton / moscow foton / prices / plus full — 59 000 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_ls_city_2026_foton_moscow_foton_prices_plus_half_ed61139fb9,price,01_pricing,fact:v3:foton:ls_city_2026_foton_moscow_foton_prices_plus_half:ed61139fb9,foton,city_camp_2026,Фотон: ls city 2026 foton / moscow foton / prices / plus half — 49 000 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_early_booking_2026_27_benefit_a08fab92e3,price,01_pricing,fact:v3:foton:prices_regular_2026_27_early_booking_2026_27_benefit:a08fab92e3,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / early booking 2026 27 / benefit — Зафиксировать цену + выбрать день недели.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_early_booking_2026_27_description_2951748851,price,01_pricing,fact:v3:foton:prices_regular_2026_27_early_booking_2026_27_description:2951748851,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / early booking 2026 27 / description — Раннее бронирование для действующих учеников Фотона.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_early_booking_2026_27_online_5_11_semester_6a645a3305,price,01_pricing,fact:v3:foton:prices_regular_2026_27_early_booking_2026_27_online_5_11_semester:6a645a3305,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / early booking 2026 27 / online 5 11 semester — 29 750 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_early_booking_2026_27_online_5_11_year_b39698b01b,price,01_pricing,fact:v3:foton:prices_regular_2026_27_early_booking_2026_27_online_5_11_year:b39698b01b,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / early booking 2026 27 / online 5 11 year — 47 250 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_3_4_class_after_2026_07_01_four_weeks_952198b935,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_3_4_class_after_2026_07_01_four_weeks:952198b935,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / offline 3 4 class / after 2026 07 01 / four weeks — 7 900 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_3_4_class_after_2026_07_01_semester_range_max_30b486ca89,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_3_4_class_after_2026_07_01_semester_range_max:30b486ca89,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / offline 3 4 class / after 2026 07 01 / semester range / max — 39 500 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_3_4_class_after_2026_07_01_semester_range_min_9c6dff969e,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_3_4_class_after_2026_07_01_semester_range_min:9c6dff969e,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / offline 3 4 class / after 2026 07 01 / semester range / min — 26 500 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_3_4_class_after_2026_07_01_year_range_max_111dfb75a3,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_3_4_class_after_2026_07_01_year_range_max:111dfb75a3,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / offline 3 4 class / after 2026 07 01 / year range / max — 69 125 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_3_4_class_after_2026_07_01_year_range_min_da213fc2a8,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_3_4_class_after_2026_07_01_year_range_min:da213fc2a8,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / offline 3 4 class / after 2026 07 01 / year range / min — 59 500 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_3_4_class_before_2026_07_01_semester_f3a5b189a1,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_3_4_class_before_2026_07_01_semester:f3a5b189a1,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / offline 3 4 class / before 2026 07 01 / semester — 28 250 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_3_4_class_before_2026_07_01_year_0224369794,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_3_4_class_before_2026_07_01_year:0224369794,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / offline 3 4 class / before 2026 07 01 / year — 47 000 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_5_11_class_after_2026_07_01_four_weeks_cd6d8a2fd7,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_5_11_class_after_2026_07_01_four_weeks:cd6d8a2fd7,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / offline 5 11 class / after 2026 07 01 / four weeks — 11 400 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_5_11_class_after_2026_07_01_four_weeks_new_e6b955335f,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_5_11_class_after_2026_07_01_four_weeks_new:e6b955335f,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / offline 5 11 class / after 2026 07 01 / four weeks new — 8 900 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_5_11_class_after_2026_07_01_semester_range_max_c64db7fde1,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_5_11_class_after_2026_07_01_semester_range_max:c64db7fde1,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / offline 5 11 class / after 2026 07 01 / semester range / max — 57 000 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_5_11_class_after_2026_07_01_semester_range_min_9bb9c6ac9a,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_5_11_class_after_2026_07_01_semester_range_min:9bb9c6ac9a,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / offline 5 11 class / after 2026 07 01 / semester range / min — 37 125 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_5_11_class_after_2026_07_01_year_range_max_d0a59f16c8,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_5_11_class_after_2026_07_01_year_range_max:d0a59f16c8,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / offline 5 11 class / after 2026 07 01 / year range / max — 99 750 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_5_11_class_after_2026_07_01_year_range_min_06d5fdea81,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_5_11_class_after_2026_07_01_year_range_min:06d5fdea81,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / offline 5 11 class / after 2026 07 01 / year range / min — 83 500 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_5_11_class_before_2026_07_01_semester_36842d05b0,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_5_11_class_before_2026_07_01_semester:36842d05b0,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / offline 5 11 class / before 2026 07 01 / semester — 44 600 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_5_11_class_before_2026_07_01_year_1ba4d315ac,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_5_11_class_before_2026_07_01_year:1ba4d315ac,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / offline 5 11 class / before 2026 07 01 / year — 74 500 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_1_4_class_after_2026_08_01_semester_range_max_ece33f62f7,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_1_4_class_after_2026_08_01_semester_range_max:ece33f62f7,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / online 1 4 class / after 2026 08 01 / semester range / max — 29 700 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_1_4_class_after_2026_08_01_semester_range_min_c73b9d8be0,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_1_4_class_after_2026_08_01_semester_range_min:c73b9d8be0,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / online 1 4 class / after 2026 08 01 / semester range / min — 22 500 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_1_4_class_after_2026_08_01_year_range_max_a3f0b94aed,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_1_4_class_after_2026_08_01_year_range_max:a3f0b94aed,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / online 1 4 class / after 2026 08 01 / year range / max — 52 500 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_1_4_class_after_2026_08_01_year_range_min_6cbeb92735,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_1_4_class_after_2026_08_01_year_range_min:6cbeb92735,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / online 1 4 class / after 2026 08 01 / year range / min — 47 250 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_1_4_class_before_2026_08_01_semester_a342b06c1f,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_1_4_class_before_2026_08_01_semester:a342b06c1f,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / online 1 4 class / before 2026 08 01 / semester — 19 000 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_1_4_class_before_2026_08_01_year_range_max_dd1f9a69f4,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_1_4_class_before_2026_08_01_year_range_max:dd1f9a69f4,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / online 1 4 class / before 2026 08 01 / year range / max — 33 300 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_1_4_class_before_2026_08_01_year_range_min_c53a5b58c6,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_1_4_class_before_2026_08_01_year_range_min:c53a5b58c6,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / online 1 4 class / before 2026 08 01 / year range / min — 29 900 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_5_11_class_after_2026_08_01_semester_range_max_b788094dec,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_5_11_class_after_2026_08_01_semester_range_max:b788094dec,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / online 5 11 class / after 2026 08 01 / semester range / max — 40 800 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_5_11_class_after_2026_08_01_semester_range_min_d44ec015d3,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_5_11_class_after_2026_08_01_semester_range_min:d44ec015d3,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / online 5 11 class / after 2026 08 01 / semester range / min — 27 540 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_5_11_class_after_2026_08_01_year_range_max_80115c842f,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_5_11_class_after_2026_08_01_year_range_max:80115c842f,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / online 5 11 class / after 2026 08 01 / year range / max — 71 400 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_5_11_class_after_2026_08_01_year_range_min_fedc5d8b2f,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_5_11_class_after_2026_08_01_year_range_min:fedc5d8b2f,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / online 5 11 class / after 2026 08 01 / year range / min — 61 500 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_5_11_class_before_2026_08_01_semester_3a603a0670,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_5_11_class_before_2026_08_01_semester:3a603a0670,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / online 5 11 class / before 2026 08 01 / semester — 29 750 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_5_11_class_before_2026_08_01_year_range_max_4f3b4faca8,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_5_11_class_before_2026_08_01_year_range_max:4f3b4faca8,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / online 5 11 class / before 2026 08 01 / year range / max — 52 500 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_5_11_class_before_2026_08_01_year_range_min_dfe80bad97,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_5_11_class_before_2026_08_01_year_range_min:dfe80bad97,foton,regular_courses_2026_27,Фотон: prices regular 2026 27 / online 5 11 class / before 2026 08 01 / year range / min — 47 250 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_tax_deduction_client_safe_text_when_multiple_years_9e2d18dc02,price,01_pricing,fact:v3:foton:tax_deduction_client_safe_text_when_multiple_years:9e2d18dc02,foton,tax_deduction,Можно подать вычет за последние 3 года. Для каждого года нужна отдельная справка от нас и отдельная декларация 3-НДФЛ. Менеджер подготовит справки.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_tax_deduction_limits_2023_and_earlier_max_return_per_child_bb3864e202,price,01_pricing,fact:v3:foton:tax_deduction_limits_2023_and_earlier_max_return_per_child:bb3864e202,foton,tax_deduction,Фотон: tax deduction / limits / 2023 and earlier / max return per child — 6 500 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_tax_deduction_limits_2024_and_later_max_return_per_child_aff08f04ab,price,01_pricing,fact:v3:foton:tax_deduction_limits_2024_and_later_max_return_per_child:aff08f04ab,foton,tax_deduction,Фотон: tax deduction / limits / 2024 and later / max return per child — 14 300 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_tax_deduction_retroactive_years_0e53271ee7,price,01_pricing,fact:v3:foton:tax_deduction_retroactive_years:0e53271ee7,foton,tax_deduction,Фотон: tax deduction / retroactive years — 3 ₽.,approve_for_client_answer_after_rop_review,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_team_answers_q11_modular_courses_m9_m11_old_price_range_max_5a8abd9ae0,price,01_pricing,fact:v3:foton:team_answers_q11_modular_courses_m9_m11_old_price_range_max:5a8abd9ae0,foton,modular_courses_m9_m11,Устаревший верхний край цены модульных М9/М11: 94 500 ₽. Не использовать как клиентский факт.,do_not_offer_to_client,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:rebuild_requirements,q11_closed,"Импортировано из Claude v3 handoff. Продукт discontinued; старые цены только для регрессии и аудита. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['blocked_status:discontinued', 'discontinued_product', 'manager_only_route', 'not_client_allowed_status:discontinued']"
P0,approve:fact_v3_foton_team_answers_q11_modular_courses_m9_m11_old_price_range_min_6c046d88b7,price,01_pricing,fact:v3:foton:team_answers_q11_modular_courses_m9_m11_old_price_range_min:6c046d88b7,foton,modular_courses_m9_m11,Устаревший нижний край цены модульных М9/М11: 18 900 ₽. Не использовать как клиентский факт.,do_not_offer_to_client,Подтверждаете эту цену и область применения для бота?,claude_layer_v3:rebuild_requirements,q11_closed,"Импортировано из Claude v3 handoff. Продукт discontinued; старые цены только для регрессии и аудита. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['blocked_status:discontinued', 'discontinued_product', 'manager_only_route', 'not_client_allowed_status:discontinued']"
