schema_version,fact_id,fact_key,fact_type,fact_types,title,fact_text,short_fact,client_safe_text,manager_check_text,internal_text,brand,active_brand_scope,cross_brand_policy,cross_brand_mixed,product,source_id,source_title,source_path,source_url,source_sha256,source_status,freshness_status,verification_status,structured_value,valid_from,valid_until,verified_by,verified_at,owner_role,allowed_for_client_answer,usable_for_precise_answer,requires_manager_confirmation,requires_amo_check,requires_tallanto_check,route_policy,risk_level,related_theme_ids,linked_open_question,forbidden_promises,forbidden_client_mentions,forbidden_for_client,internal_only,safety_block_reasons,notes,record_type
kb_release_v3_fact_v1,fact:v3:foton:ls_city_2026_foton_discounts_already_paid_2026_27:ad915e2f2e,ls_city_2026_foton.discounts.already_paid_2026_27,discount,"[""discount""]",ls city 2026 foton / discounts / already paid 2026 27,Фотон: ls city 2026 foton / discounts / already paid 2026 27 — 10%.,ls city 2026 foton / discounts / already paid 2026 27,Фотон: ls city 2026 foton / discounts / already paid 2026 27 — 10%.,Фотон: ls city 2026 foton / discounts / already paid 2026 27 — 10%.,,foton,foton_bot,active_brand_only,False,city_camp_2026,claude_layer_v3:facts_for_bot_FOTON,facts_for_bot_FOTON.yaml (Claude layer v3),/Users/dmitrijfabarisov/Projects/Mango analyse/claude_to_codex_v3_handoff_2026-05-17/facts_for_bot_FOTON.yaml,,3f581c47ce6efbb3e08bcbf88e34743cbcf257f9001b6ddc203801d614dded1d,read,document_verified,verified,"{""path"": ""ls_city_2026_foton.discounts.already_paid_2026_27"", ""percentage"": 10.0, ""raw_value"": ""10%"", ""unit"": ""percent""}",,,,,РОП/бухгалтерия,True,True,False,False,False,bot_answer_self_for_pilot,low,"[""theme:005_discounts""]",,"[""Не обещать условия вне утвержденного факта."", ""Не суммировать скидки; применять наибольшую доступную.""]","[""УНПК"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,[],Импортировано из Claude v3 handoff.,fact
kb_release_v3_fact_v1,fact:v3:foton:ls_city_2026_foton_discounts_former_student_same_brand:bd35ecad25,ls_city_2026_foton.discounts.former_student_same_brand,discount,"[""discount""]",ls city 2026 foton / discounts / former student same brand,Фотон: ls city 2026 foton / discounts / former student same brand — 5% Фотон → Фотон.,ls city 2026 foton / discounts / former student same brand,Фотон: ls city 2026 foton / discounts / former student same brand — 5% Фотон → Фотон.,Фотон: ls city 2026 foton / discounts / former student same brand — 5% Фотон → Фотон.,,foton,foton_bot,active_brand_only,False,city_camp_2026,claude_layer_v3:facts_for_bot_FOTON,facts_for_bot_FOTON.yaml (Claude layer v3),/Users/dmitrijfabarisov/Projects/Mango analyse/claude_to_codex_v3_handoff_2026-05-17/facts_for_bot_FOTON.yaml,,3f581c47ce6efbb3e08bcbf88e34743cbcf257f9001b6ddc203801d614dded1d,read,document_verified,verified,"{""path"": ""ls_city_2026_foton.discounts.former_student_same_brand"", ""percentage"": 5.0, ""raw_value"": ""5% Фотон → Фотон"", ""unit"": ""percent""}",,,,,РОП/бухгалтерия,True,True,False,False,False,bot_answer_self_for_pilot,low,"[""theme:005_discounts""]",,"[""Не обещать условия вне утвержденного факта."", ""Не суммировать скидки; применять наибольшую доступную.""]","[""УНПК"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,[],Импортировано из Claude v3 handoff.,fact
kb_release_v3_fact_v1,fact:v3:foton:ls_city_2026_foton_discounts_multichild:d444470032,ls_city_2026_foton.discounts.multichild,discount,"[""discount""]",ls city 2026 foton / discounts / multichild,Фотон: ls city 2026 foton / discounts / multichild — 10%.,ls city 2026 foton / discounts / multichild,Фотон: ls city 2026 foton / discounts / multichild — 10%.,Фотон: ls city 2026 foton / discounts / multichild — 10%.,,foton,foton_bot,active_brand_only,False,city_camp_2026,claude_layer_v3:facts_for_bot_FOTON,facts_for_bot_FOTON.yaml (Claude layer v3),/Users/dmitrijfabarisov/Projects/Mango analyse/claude_to_codex_v3_handoff_2026-05-17/facts_for_bot_FOTON.yaml,,3f581c47ce6efbb3e08bcbf88e34743cbcf257f9001b6ddc203801d614dded1d,read,document_verified,verified,"{""path"": ""ls_city_2026_foton.discounts.multichild"", ""percentage"": 10.0, ""raw_value"": ""10%"", ""unit"": ""percent""}",,,,,РОП/бухгалтерия,True,True,False,False,False,bot_answer_self_for_pilot,low,"[""theme:005_discounts""]",,"[""Не обещать условия вне утвержденного факта."", ""Не суммировать скидки; применять наибольшую доступную.""]","[""УНПК"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,[],Импортировано из Claude v3 handoff.,fact
kb_release_v3_fact_v1,fact:v3:foton:ls_city_2026_foton_discounts_refer_a_friend_advanced:52c36f4bb8,ls_city_2026_foton.discounts.refer_a_friend.advanced,discount,"[""discount""]",ls city 2026 foton / discounts / refer a friend / advanced,Фотон: ls city 2026 foton / discounts / refer a friend / advanced — 5 000.,ls city 2026 foton / discounts / refer a friend / advanced,Фотон: ls city 2026 foton / discounts / refer a friend / advanced — 5 000.,Фотон: ls city 2026 foton / discounts / refer a friend / advanced — 5 000.,,foton,foton_bot,active_brand_only,False,city_camp_2026,claude_layer_v3:facts_for_bot_FOTON,facts_for_bot_FOTON.yaml (Claude layer v3),/Users/dmitrijfabarisov/Projects/Mango analyse/claude_to_codex_v3_handoff_2026-05-17/facts_for_bot_FOTON.yaml,,3f581c47ce6efbb3e08bcbf88e34743cbcf257f9001b6ddc203801d614dded1d,read,document_verified,verified,"{""number"": 5000, ""path"": ""ls_city_2026_foton.discounts.refer_a_friend.advanced"", ""raw_value"": 5000}",,,,,РОП/бухгалтерия,True,True,False,False,False,bot_answer_self_for_pilot,low,"[""theme:005_discounts""]",,"[""Не обещать условия вне утвержденного факта."", ""Не суммировать скидки; применять наибольшую доступную.""]","[""УНПК"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,[],Импортировано из Claude v3 handoff.,fact
kb_release_v3_fact_v1,fact:v3:foton:ls_city_2026_foton_discounts_refer_a_friend_base:26b3b570a7,ls_city_2026_foton.discounts.refer_a_friend.base,discount,"[""discount""]",ls city 2026 foton / discounts / refer a friend / base,Фотон: ls city 2026 foton / discounts / refer a friend / base — 3 000.,ls city 2026 foton / discounts / refer a friend / base,Фотон: ls city 2026 foton / discounts / refer a friend / base — 3 000.,Фотон: ls city 2026 foton / discounts / refer a friend / base — 3 000.,,foton,foton_bot,active_brand_only,False,city_camp_2026,claude_layer_v3:facts_for_bot_FOTON,facts_for_bot_FOTON.yaml (Claude layer v3),/Users/dmitrijfabarisov/Projects/Mango analyse/claude_to_codex_v3_handoff_2026-05-17/facts_for_bot_FOTON.yaml,,3f581c47ce6efbb3e08bcbf88e34743cbcf257f9001b6ddc203801d614dded1d,read,document_verified,verified,"{""number"": 3000, ""path"": ""ls_city_2026_foton.discounts.refer_a_friend.base"", ""raw_value"": 3000}",,,,,РОП/бухгалтерия,True,True,False,False,False,bot_answer_self_for_pilot,low,"[""theme:005_discounts""]",,"[""Не обещать условия вне утвержденного факта."", ""Не суммировать скидки; применять наибольшую доступную.""]","[""УНПК"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,[],Импортировано из Claude v3 handoff.,fact
kb_release_v3_fact_v1,fact:v3:foton:ls_city_2026_foton_format:e60d3a4050,ls_city_2026_foton.format,camp_city,"[""camp_city""]",ls city 2026 foton / format,"Фотон: ls city 2026 foton / format — Очная городская школа, без проживания.",ls city 2026 foton / format,"Фотон: ls city 2026 foton / format — Очная городская школа, без проживания.","Фотон: ls city 2026 foton / format — Очная городская школа, без проживания.",,foton,foton_bot,active_brand_only,False,city_camp_2026,claude_layer_v3:facts_for_bot_FOTON,facts_for_bot_FOTON.yaml (Claude layer v3),/Users/dmitrijfabarisov/Projects/Mango analyse/claude_to_codex_v3_handoff_2026-05-17/facts_for_bot_FOTON.yaml,,3f581c47ce6efbb3e08bcbf88e34743cbcf257f9001b6ddc203801d614dded1d,read,document_verified,verified,"{""path"": ""ls_city_2026_foton.format"", ""raw_value"": ""Очная городская школа, без проживания""}",,,,,РОП/ответственный владелец факта,True,True,False,False,False,draft_for_manager,low,"[""theme:021_camps""]",,"[""Не обещать условия вне утвержденного факта.""]","[""УНПК"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,[],Импортировано из Claude v3 handoff.,fact
kb_release_v3_fact_v1,fact:v3:foton:ls_city_2026_foton_free_morning_club_from_day:9a3749eb32,ls_city_2026_foton.free_morning_club.from_day,camp_city,"[""camp_city""]",ls city 2026 foton / free morning club / from day,Фотон: ls city 2026 foton / free morning club / from day — 2.,ls city 2026 foton / free morning club / from day,Фотон: ls city 2026 foton / free morning club / from day — 2.,Фотон: ls city 2026 foton / free morning club / from day — 2.,,foton,foton_bot,active_brand_only,False,city_camp_2026,claude_layer_v3:facts_for_bot_FOTON,facts_for_bot_FOTON.yaml (Claude layer v3),/Users/dmitrijfabarisov/Projects/Mango analyse/claude_to_codex_v3_handoff_2026-05-17/facts_for_bot_FOTON.yaml,,3f581c47ce6efbb3e08bcbf88e34743cbcf257f9001b6ddc203801d614dded1d,read,document_verified,verified,"{""days"": 2, ""path"": ""ls_city_2026_foton.free_morning_club.from_day"", ""raw_value"": 2}",,,,,РОП/ответственный владелец факта,True,True,False,False,False,draft_for_manager,low,"[""theme:021_camps""]",,"[""Не обещать условия вне утвержденного факта.""]","[""УНПК"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,[],Импортировано из Claude v3 handoff.,fact
kb_release_v3_fact_v1,fact:v3:foton:ls_city_2026_foton_free_morning_club_name:6e3fb3cad4,ls_city_2026_foton.free_morning_club.name,camp_city,"[""camp_city""]",ls city 2026 foton / free morning club / name,Фотон: ls city 2026 foton / free morning club / name — Утренний клуб Предлёнка.,ls city 2026 foton / free morning club / name,Фотон: ls city 2026 foton / free morning club / name — Утренний клуб Предлёнка.,Фотон: ls city 2026 foton / free morning club / name — Утренний клуб Предлёнка.,,foton,foton_bot,active_brand_only,False,city_camp_2026,claude_layer_v3:facts_for_bot_FOTON,facts_for_bot_FOTON.yaml (Claude layer v3),/Users/dmitrijfabarisov/Projects/Mango analyse/claude_to_codex_v3_handoff_2026-05-17/facts_for_bot_FOTON.yaml,,3f581c47ce6efbb3e08bcbf88e34743cbcf257f9001b6ddc203801d614dded1d,read,document_verified,verified,"{""path"": ""ls_city_2026_foton.free_morning_club.name"", ""raw_value"": ""Утренний клуб Предлёнка""}",,,,,РОП/ответственный владелец факта,True,True,False,False,False,draft_for_manager,low,"[""theme:021_camps""]",,"[""Не обещать условия вне утвержденного факта.""]","[""УНПК"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,[],Импортировано из Claude v3 handoff.,fact
kb_release_v3_fact_v1,fact:v3:foton:ls_city_2026_foton_free_morning_club_time:5a20d00e90,ls_city_2026_foton.free_morning_club.time,camp_city,"[""camp_city""]",ls city 2026 foton / free morning club / time,Фотон: ls city 2026 foton / free morning club / time — 09:45-11:45.,ls city 2026 foton / free morning club / time,Фотон: ls city 2026 foton / free morning club / time — 09:45-11:45.,Фотон: ls city 2026 foton / free morning club / time — 09:45-11:45.,,foton,foton_bot,active_brand_only,False,city_camp_2026,claude_layer_v3:facts_for_bot_FOTON,facts_for_bot_FOTON.yaml (Claude layer v3),/Users/dmitrijfabarisov/Projects/Mango analyse/claude_to_codex_v3_handoff_2026-05-17/facts_for_bot_FOTON.yaml,,3f581c47ce6efbb3e08bcbf88e34743cbcf257f9001b6ddc203801d614dded1d,read,document_verified,verified,"{""number"": 9, ""path"": ""ls_city_2026_foton.free_morning_club.time"", ""raw_value"": ""09:45-11:45""}",,,,,РОП/ответственный владелец факта,True,True,False,False,False,draft_for_manager,low,"[""theme:021_camps""]",,"[""Не обещать условия вне утвержденного факта.""]","[""УНПК"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,[],Импортировано из Claude v3 handoff.,fact
kb_release_v3_fact_v1,fact:v3:foton:ls_city_2026_foton_meals:54e7828501,ls_city_2026_foton.meals,camp_city,"[""camp_city""]",ls city 2026 foton / meals,"Фотон: ls city 2026 foton / meals — Обед (первое, второе, салат, булочка) + полдник.",ls city 2026 foton / meals,"Фотон: ls city 2026 foton / meals — Обед (первое, второе, салат, булочка) + полдник.","Фотон: ls city 2026 foton / meals — Обед (первое, второе, салат, булочка) + полдник.",,foton,foton_bot,active_brand_only,False,city_camp_2026,claude_layer_v3:facts_for_bot_FOTON,facts_for_bot_FOTON.yaml (Claude layer v3),/Users/dmitrijfabarisov/Projects/Mango analyse/claude_to_codex_v3_handoff_2026-05-17/facts_for_bot_FOTON.yaml,,3f581c47ce6efbb3e08bcbf88e34743cbcf257f9001b6ddc203801d614dded1d,read,document_verified,verified,"{""path"": ""ls_city_2026_foton.meals"", ""raw_value"": ""Обед (первое, второе, салат, булочка) + полдник""}",,,,,РОП/ответственный владелец факта,True,True,False,False,False,draft_for_manager,low,"[""theme:021_camps""]",,"[""Не обещать условия вне утвержденного факта.""]","[""УНПК"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,[],Импортировано из Claude v3 handoff.,fact
