brand,fact_type,route_policy,risk_level,client_safe_text,manager_display_text,manager_check_text,source_title,freshness_status,valid_until,freshness_check_date,fact_id
unpk,documents,bot_answer_self_for_pilot,medium,Справку об очном обучении можно подготовить на бланке организации по запросу.,Справку об очном обучении можно подготовить на бланке организации по запросу.,Справку об очном обучении можно подготовить на бланке организации по запросу.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:tg_unpk_verified_2026_05_21_client_facts_attendance_certificate_client_safe_text:bdc48e2935
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: для городского летнего лагеря действует скидка 10% для семей, уже оплативших обучение на 2026/27 год.","УНПК: для городского летнего лагеря действует скидка 10% для семей, уже оплативших обучение на 2026/27 год.","УНПК: для городского летнего лагеря действует скидка 10% для семей, уже оплативших обучение на 2026/27 год.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_discounts_already_paid_2026_27:c110ae8db2
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: для городского летнего лагеря действует скидка 5% для учеников, которые ранее учились в этом же учебном центре.","УНПК: для городского летнего лагеря действует скидка 5% для учеников, которые ранее учились в этом же учебном центре.","УНПК: для городского летнего лагеря действует скидка 5% для учеников, которые ранее учились в этом же учебном центре.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_discounts_former_student_same_brand:4a858e388b
unpk,discount,bot_answer_self_for_pilot,low,УНПК: для городского летнего лагеря действует скидка 10% для сотрудников МФТИ.,УНПК: для городского летнего лагеря действует скидка 10% для сотрудников МФТИ.,УНПК: для городского летнего лагеря действует скидка 10% для сотрудников МФТИ.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_discounts_mfti_employees:d06ee2680d
unpk,discount,bot_answer_self_for_pilot,low,УНПК: для городского летнего лагеря действует скидка 10% для многодетных семей.,УНПК: для городского летнего лагеря действует скидка 10% для многодетных семей.,УНПК: для городского летнего лагеря действует скидка 10% для многодетных семей.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_discounts_multichild:693e386ee1
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: для городского летнего лагеря по программе «приведи друга», расширенный тариф, кэшбэк 5 000 ₽; условие: после завершения смены другом.","УНПК: для городского летнего лагеря по программе «приведи друга», расширенный тариф, кэшбэк 5 000 ₽; условие: после завершения смены другом.","УНПК: для городского летнего лагеря по программе «приведи друга», расширенный тариф, кэшбэк 5 000 ₽; условие: после завершения смены другом.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_discounts_refer_a_friend_advanced:b2ecc00656
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: для городского летнего лагеря по программе «приведи друга», базовый тариф, кэшбэк 3 000 ₽; условие: после завершения смены другом.","УНПК: для городского летнего лагеря по программе «приведи друга», базовый тариф, кэшбэк 3 000 ₽; условие: после завершения смены другом.","УНПК: для городского летнего лагеря по программе «приведи друга», базовый тариф, кэшбэк 3 000 ₽; условие: после завершения смены другом.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_discounts_refer_a_friend_base:b67abc9517
unpk,camp_city,draft_for_manager,low,"УНПК: городской летний лагерь, Долгопрудный — Долгопрудный, Институтский пер., 9 (Главный корпус МФТИ).","УНПК: городской летний лагерь, Долгопрудный — Долгопрудный, Институтский пер., 9 (Главный корпус МФТИ).","УНПК: городской летний лагерь, Долгопрудный — Долгопрудный, Институтский пер., 9 (Главный корпус МФТИ).",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_dolgoprudny_location:a2f4979a55
unpk,price,bot_answer_self_for_pilot,low,"УНПК: городской летний лагерь, Долгопрудный, базовый вариант — 39 500 ₽.","УНПК: городской летний лагерь, Долгопрудный, базовый вариант — 39 500 ₽.","УНПК: городской летний лагерь, Долгопрудный, базовый вариант — 39 500 ₽.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_dolgoprudny_prices_base:6d6af03e84
unpk,price,bot_answer_self_for_pilot,low,"УНПК: городской летний лагерь, Долгопрудный, вариант с факультативом — 59 500 ₽.","УНПК: городской летний лагерь, Долгопрудный, вариант с факультативом — 59 500 ₽.","УНПК: городской летний лагерь, Долгопрудный, вариант с факультативом — 59 500 ₽.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_dolgoprudny_prices_plus_factultative:2b06671e9c
unpk,price,bot_answer_self_for_pilot,low,"УНПК: городской летний лагерь, Долгопрудный, вариант с индивидуальными занятиями — 99 500 ₽.","УНПК: городской летний лагерь, Долгопрудный, вариант с индивидуальными занятиями — 99 500 ₽.","УНПК: городской летний лагерь, Долгопрудный, вариант с индивидуальными занятиями — 99 500 ₽.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_dolgoprudny_prices_plus_individual:9df1ec1007
unpk,deadline,draft_for_manager,low,"УНПК: городской летний лагерь, Долгопрудный — 20-31 июля.","УНПК: городской летний лагерь, Долгопрудный — 20-31 июля.","УНПК: городской летний лагерь, Долгопрудный — 20-31 июля.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_dolgoprudny_smeny_1:4e1a2eab58
unpk,deadline,draft_for_manager,low,"УНПК: городской летний лагерь, Долгопрудный — 17-28 августа.","УНПК: городской летний лагерь, Долгопрудный — 17-28 августа.","УНПК: городской летний лагерь, Долгопрудный — 17-28 августа.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_dolgoprudny_smeny_2:7113f325e0
unpk,camp_city,draft_for_manager,low,УНПК: утренний клуб в городском летнем лагере доступен со 2-го дня смены.,УНПК: утренний клуб в городском летнем лагере доступен со 2-го дня смены.,УНПК: утренний клуб в городском летнем лагере доступен со 2-го дня смены.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_free_morning_club_from_day:f8e850c55e
unpk,camp_city,draft_for_manager,low,"УНПК: городской летний лагерь, название — Утренний клуб Предлёнка.","УНПК: городской летний лагерь, название — Утренний клуб Предлёнка.","УНПК: городской летний лагерь, название — Утренний клуб Предлёнка.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_free_morning_club_name:5cd79542d3
unpk,camp_city,draft_for_manager,low,УНПК: городской летний лагерь — 09:45-11:45.,УНПК: городской летний лагерь — 09:45-11:45.,УНПК: городской летний лагерь — 09:45-11:45.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_free_morning_club_time:decd807aa5
unpk,camp_city,draft_for_manager,low,"УНПК: городской летний лагерь — Обед (первое, второе, салат, булочка) + полдник.","УНПК: городской летний лагерь — Обед (первое, второе, салат, булочка) + полдник.","УНПК: городской летний лагерь — Обед (первое, второе, салат, булочка) + полдник.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_meals:407edd6503
unpk,deadline,draft_for_manager,low,"УНПК: городской летний лагерь, Москва, даты — 6-17 июля; 20-31 июля.","УНПК: городской летний лагерь, Москва, даты — 6-17 июля; 20-31 июля.","УНПК: городской летний лагерь, Москва, даты — 6-17 июля; 20-31 июля.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_moscow_dates:ec4307a1da
unpk,camp_city,draft_for_manager,low,"УНПК: городской летний лагерь, Москва — Москва, Верхняя Красносельская ул., 30.","УНПК: городской летний лагерь, Москва — Москва, Верхняя Красносельская ул., 30.","УНПК: городской летний лагерь, Москва — Москва, Верхняя Красносельская ул., 30.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_moscow_location:bc805fe13d
unpk,price,bot_answer_self_for_pilot,low,"УНПК: городской летний лагерь, Москва, базовый вариант — 39 500 ₽.","УНПК: городской летний лагерь, Москва, базовый вариант — 39 500 ₽.","УНПК: городской летний лагерь, Москва, базовый вариант — 39 500 ₽.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_moscow_prices_base:b3f615f544
unpk,price,bot_answer_self_for_pilot,low,"УНПК: городской летний лагерь, Москва, вариант с факультативом — 59 500 ₽.","УНПК: городской летний лагерь, Москва, вариант с факультативом — 59 500 ₽.","УНПК: городской летний лагерь, Москва, вариант с факультативом — 59 500 ₽.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_moscow_prices_plus_factultative:ec605c4657
unpk,price,bot_answer_self_for_pilot,low,"УНПК: городской летний лагерь, Москва, вариант с индивидуальными занятиями — 99 500 ₽.","УНПК: городской летний лагерь, Москва, вариант с индивидуальными занятиями — 99 500 ₽.","УНПК: городской летний лагерь, Москва, вариант с индивидуальными занятиями — 99 500 ₽.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_moscow_prices_plus_individual:c67fb25139
unpk,camp_city,draft_for_manager,low,УНПК: городской летний лагерь — ЛВШ выездная — другой продукт.,УНПК: городской летний лагерь — ЛВШ выездная — другой продукт.,УНПК: городской летний лагерь — ЛВШ выездная — другой продукт.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_not_to_confuse_with:9338e4359e
unpk,camp_city,draft_for_manager,low,УНПК: городской летний лагерь — по предзаписи для 1-4 классов.,УНПК: городской летний лагерь — по предзаписи для 1-4 классов.,УНПК: городской летний лагерь — по предзаписи для 1-4 классов.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-06-11,fact:v3:unpk:ls_city_2026_unpk_patsayeva_available:b0f8728f96
unpk,process,bot_answer_self_for_pilot,low,Визит в центр УНПК организуем по предварительной записи: подберём время и сотрудника филиала для встречи.,Визит в центр УНПК организуем по предварительной записи: подберём время и сотрудника филиала для встречи.,Визит в центр УНПК организуем по предварительной записи: подберём время и сотрудника филиала для встречи.,UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:r4_owner_2026_06_11_unpk_center_visit_by_appointment:aaf24d3fdd
unpk,contact,draft_for_manager,low,"Связаться с УНПК можно ежедневно с 10:00 до 18:00. Это часы связи, а не расписание занятий групп.","Связаться с УНПК можно ежедневно с 10:00 до 18:00. Это часы связи, а не расписание занятий групп.","Связаться с УНПК можно ежедневно с 10:00 до 18:00. Это часы связи, а не расписание занятий групп.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:contacts_unpk_contact_hours_client_safe_text:d49ca776ca
unpk,contact,draft_for_manager,low,УНПК: контакты — edu@kmipt.ru.,УНПК: контакты — edu@kmipt.ru.,УНПК: контакты — edu@kmipt.ru.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:contacts_unpk_email:718d885c77
unpk,contact,draft_for_manager,low,УНПК: контакты — +7 (495) 150-81-51.,УНПК: контакты — +7 (495) 150-81-51.,УНПК: контакты — +7 (495) 150-81-51.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:contacts_unpk_phone:13999567b6
unpk,contact,draft_for_manager,low,УНПК: контакты — @unpk_mipt.,УНПК: контакты — @unpk_mipt.,УНПК: контакты — @unpk_mipt.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:contacts_unpk_telegram:eb9ebca792
unpk,contact,draft_for_manager,low,УНПК: контакты — 8 (800) 500-81-51.,УНПК: контакты — 8 (800) 500-81-51.,УНПК: контакты — 8 (800) 500-81-51.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:contacts_unpk_toll_free:b286b76e62
unpk,contact,draft_for_manager,low,УНПК: контакты — kmipt.ru.,УНПК: контакты — kmipt.ru.,УНПК: контакты — kmipt.ru.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:contacts_unpk_website:4df75b17bf
unpk,process,bot_answer_self_for_pilot,low,"Если занятие пропущено, предупредите нас заранее. Онлайн-записи и материалы помогают нагнать тему; по очным занятиям материалы можно уточнить в чате группы или у администратора.","Если занятие пропущено, предупредите нас заранее. Онлайн-записи и материалы помогают нагнать тему; по очным занятиям материалы можно уточнить в чате группы или у администратора.","Если занятие пропущено, предупредите нас заранее. Онлайн-записи и материалы помогают нагнать тему; по очным занятиям материалы можно уточнить в чате группы или у администратора.",UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_absences_materials:6c4f4e2b2e
unpk,process,bot_answer_self_for_pilot,low,"После оплаты пришлите чек или квитанцию в чат или на почту. После подтверждения оплаты для онлайн-занятий на почту придёт приглашение на учебную платформу и инструкция по подключению; с лета 2026 новые онлайн-занятия проходят на SohoLMS, а курсы, начавшиеся до лета 2026, завершаются в MTS-Link. Для очных занятий пришлём информацию о центре, группе и расписании.","После оплаты пришлите чек или квитанцию в чат или на почту. После подтверждения оплаты для онлайн-занятий на почту придёт приглашение на учебную платформу и инструкция по подключению; с лета 2026 новые онлайн-занятия проходят на SohoLMS, а курсы, начавшиеся до лета 2026, завершаются в MTS-Link. Для очных занятий пришлём информацию о центре, группе и расписании.","После оплаты пришлите чек или квитанцию в чат или на почту. После подтверждения оплаты для онлайн-занятий на почту придёт приглашение на учебную платформу и инструкция по подключению; с лета 2026 новые онлайн-занятия проходят на SohoLMS, а курсы, начавшиеся до лета 2026, завершаются в MTS-Link. Для очных занятий пришлём информацию о центре, группе и расписании.",UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_after_payment_access:aa5b64b741
unpk,process,bot_answer_self_for_pilot,low,"По сменам заранее отправляем документы и организационные детали. В программу входят занятия, материалы и мероприятия; точный состав зависит от выбранной смены.","По сменам заранее отправляем документы и организационные детали. В программу входят занятия, материалы и мероприятия; точный состав зависит от выбранной смены.","По сменам заранее отправляем документы и организационные детали. В программу входят занятия, материалы и мероприятия; точный состав зависит от выбранной смены.",UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_camp_contents:53aea5d403
unpk,process,bot_answer_self_for_pilot,low,"По ЛВШ УНПК места распроданы; можно записаться в лист ожидания, выбрать городскую очную школу УНПК или онлайн-летнюю школу УНПК.","По ЛВШ УНПК места распроданы; можно записаться в лист ожидания, выбрать городскую очную школу УНПК или онлайн-летнюю школу УНПК.","По ЛВШ УНПК места распроданы; можно записаться в лист ожидания, выбрать городскую очную школу УНПК или онлайн-летнюю школу УНПК.",UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_camp_enrollment:525b45f553
unpk,process,bot_answer_self_for_pilot,low,"По итогам курса можно получить документ о прохождении обучения. Формат и срок выдачи зависят от программы; менеджер подскажет, как получить документ.","По итогам курса можно получить документ о прохождении обучения. Формат и срок выдачи зависят от программы; менеджер подскажет, как получить документ.","По итогам курса можно получить документ о прохождении обучения. Формат и срок выдачи зависят от программы; менеджер подскажет, как получить документ.",UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_completion_certificate:480f902e4b
unpk,contacts,bot_answer_self_for_pilot,low,"Писать можно в этот чат, на почту edu@kmipt.ru или в Telegram @unpk_mipt. Горячая линия: 8 (800) 500-81-51 и 8 (495) 150-81-51.","Писать можно в этот чат, на почту edu@kmipt.ru или в Telegram @unpk_mipt. Горячая линия: 8 (800) 500-81-51 и 8 (495) 150-81-51.","Писать можно в этот чат, на почту edu@kmipt.ru или в Telegram @unpk_mipt. Горячая линия: 8 (800) 500-81-51 и 8 (495) 150-81-51.",UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_contact_channels:a466bc2ef7
unpk,documents,bot_answer_self_for_pilot,medium,"Договор идёт через договор-оферту: оплата означает согласие с условиями. Отдельный подписанный договор обычно не нужен, кроме отдельных случаев вроде маткапитала.","Договор идёт через договор-оферту: оплата означает согласие с условиями. Отдельный подписанный договор обычно не нужен, кроме отдельных случаев вроде маткапитала.","Договор идёт через договор-оферту: оплата означает согласие с условиями. Отдельный подписанный договор обычно не нужен, кроме отдельных случаев вроде маткапитала.",UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_contract_documents:1c2e228318
unpk,process,bot_answer_self_for_pilot,low,"Если в договоре, квитанции или письме ошибка, напишите, что именно нужно исправить. Менеджер подготовит корректный документ и пришлёт его на почту.","Если в договоре, квитанции или письме ошибка, напишите, что именно нужно исправить. Менеджер подготовит корректный документ и пришлёт его на почту.","Если в договоре, квитанции или письме ошибка, напишите, что именно нужно исправить. Менеджер подготовит корректный документ и пришлёт его на почту.",UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_document_correction:a4f1f09bd6
unpk,process,bot_answer_self_for_pilot,low,"Для записи пришлите ФИО ученика и класс, ФИО родителя, почту для связи и выбранное направление. После записи на почту придут подтверждение, договорные документы и способ оплаты.","Для записи пришлите ФИО ученика и класс, ФИО родителя, почту для связи и выбранное направление. После записи на почту придут подтверждение, договорные документы и способ оплаты.","Для записи пришлите ФИО ученика и класс, ФИО родителя, почту для связи и выбранное направление. После записи на почту придут подтверждение, договорные документы и способ оплаты.",UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_enrollment_signup_steps:d26ad89fe6
unpk,process,bot_answer_self_for_pilot,low,"При личных обстоятельствах можно обсудить перенос обучения, смену группы или более гибкий график. Точные условия зависят от курса и ситуации, их подтвердит менеджер.","При личных обстоятельствах можно обсудить перенос обучения, смену группы или более гибкий график. Точные условия зависят от курса и ситуации, их подтвердит менеджер.","При личных обстоятельствах можно обсудить перенос обучения, смену группы или более гибкий график. Точные условия зависят от курса и ситуации, их подтвердит менеджер.",UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_freeze_or_transfer:febb7b6c95
unpk,process,bot_answer_self_for_pilot,low,"Если ребёнку слишком легко или сложно, можно обсудить перевод в другую группу по уровню. Обычно учитываются рекомендация преподавателя и пожелания семьи.","Если ребёнку слишком легко или сложно, можно обсудить перевод в другую группу по уровню. Обычно учитываются рекомендация преподавателя и пожелания семьи.","Если ребёнку слишком легко или сложно, можно обсудить перевод в другую группу по уровню. Обычно учитываются рекомендация преподавателя и пожелания семьи.",UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_group_level_transfer:91e2df962b
unpk,process,bot_answer_self_for_pilot,low,Домашние задания проверяются. Обратную связь по успеваемости можно запросить: менеджер передаст вопрос преподавателю или куратору.,Домашние задания проверяются. Обратную связь по успеваемости можно запросить: менеджер передаст вопрос преподавателю или куратору.,Домашние задания проверяются. Обратную связь по успеваемости можно запросить: менеджер передаст вопрос преподавателю или куратору.,UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_homework_feedback:403a480076
unpk,process,bot_answer_self_for_pilot,low,Промокодов сейчас нет. Из реальных выгод: при оплате за семестр или за год выходит выгоднее — это уже учтено в прайсе.,Промокодов сейчас нет. Из реальных выгод: при оплате за семестр или за год выходит выгоднее — это уже учтено в прайсе.,Промокодов сейчас нет. Из реальных выгод: при оплате за семестр или за год выходит выгоднее — это уже учтено в прайсе.,UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_marketing_codes_absent:522291072f
unpk,process,bot_answer_self_for_pilot,low,"Для онлайн-занятий доступ приходит на почту: приглашение, ссылка на платформу и инструкция по подключению. С лета 2026 новые онлайн-занятия проходят на SohoLMS; курсы, начавшиеся до лета 2026, завершаются в MTS-Link. Для очных занятий пришлём информацию о центре, группе и расписании.","Для онлайн-занятий доступ приходит на почту: приглашение, ссылка на платформу и инструкция по подключению. С лета 2026 новые онлайн-занятия проходят на SohoLMS; курсы, начавшиеся до лета 2026, завершаются в MTS-Link. Для очных занятий пришлём информацию о центре, группе и расписании.","Для онлайн-занятий доступ приходит на почту: приглашение, ссылка на платформу и инструкция по подключению. С лета 2026 новые онлайн-занятия проходят на SohoLMS; курсы, начавшиеся до лета 2026, завершаются в MTS-Link. Для очных занятий пришлём информацию о центре, группе и расписании.",UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_online_access_platform:0beef2382f
unpk,process,bot_answer_self_for_pilot,low,Родитель может запросить обратную связь по занятиям и прогрессу. Менеджер передаст запрос преподавателю или куратору и вернётся с ответом.,Родитель может запросить обратную связь по занятиям и прогрессу. Менеджер передаст запрос преподавателю или куратору и вернётся с ответом.,Родитель может запросить обратную связь по занятиям и прогрессу. Менеджер передаст запрос преподавателю или куратору и вернётся с ответом.,UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_parent_feedback:7f2f38a329
unpk,process,bot_answer_self_for_pilot,low,"После оплаты пришлите чек или квитанцию. Если платёж был, но доступ не пришёл, менеджер проверит оплату по ФИО ученика и выбранному курсу.","После оплаты пришлите чек или квитанцию. Если платёж был, но доступ не пришёл, менеджер проверит оплату по ФИО ученика и выбранному курсу.","После оплаты пришлите чек или квитанцию. Если платёж был, но доступ не пришёл, менеджер проверит оплату по ФИО ученика и выбранному курсу.",UPDATE_REPORT_2026-05-19.md (Claude layer v3),document_verified,2026-12-31,2026-06-11,fact:v3:unpk:processes_2026_06_10_unpk_payment_confirmation_receipt:c26ed00429
