brand,fact_type,route_policy,risk_level,client_safe_text,manager_display_text,manager_check_text,source_title,freshness_status,valid_until,freshness_check_date,fact_id
unpk,discount,bot_answer_self_for_pilot,low,УНПК: для городского летнего лагеря действует скидка 10% для многодетных семей.,УНПК: для городского летнего лагеря действует скидка 10% для многодетных семей.,УНПК: для городского летнего лагеря действует скидка 10% для многодетных семей.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_discounts_multichild:693e386ee1
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: для городского летнего лагеря по программе «приведи друга», расширенный тариф, кэшбэк 5 000 ₽; условие: после завершения смены другом.","УНПК: для городского летнего лагеря по программе «приведи друга», расширенный тариф, кэшбэк 5 000 ₽; условие: после завершения смены другом.","УНПК: для городского летнего лагеря по программе «приведи друга», расширенный тариф, кэшбэк 5 000 ₽; условие: после завершения смены другом.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_discounts_refer_a_friend_advanced:b2ecc00656
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: для городского летнего лагеря по программе «приведи друга», базовый тариф, кэшбэк 3 000 ₽; условие: после завершения смены другом.","УНПК: для городского летнего лагеря по программе «приведи друга», базовый тариф, кэшбэк 3 000 ₽; условие: после завершения смены другом.","УНПК: для городского летнего лагеря по программе «приведи друга», базовый тариф, кэшбэк 3 000 ₽; условие: после завершения смены другом.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_discounts_refer_a_friend_base:b67abc9517
unpk,price,bot_answer_self_for_pilot,low,"УНПК: городской летний лагерь, Долгопрудный, базовый вариант — 37 500 ₽.","УНПК: городской летний лагерь, Долгопрудный, базовый вариант — 37 500 ₽.","УНПК: городской летний лагерь, Долгопрудный, базовый вариант — 37 500 ₽.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_dolgoprudny_prices_base:c986337fbb
unpk,price,bot_answer_self_for_pilot,low,"УНПК: городской летний лагерь, Долгопрудный, вариант с факультативом — 59 500 ₽.","УНПК: городской летний лагерь, Долгопрудный, вариант с факультативом — 59 500 ₽.","УНПК: городской летний лагерь, Долгопрудный, вариант с факультативом — 59 500 ₽.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_dolgoprudny_prices_plus_factultative:2b06671e9c
unpk,price,bot_answer_self_for_pilot,low,"УНПК: городской летний лагерь, Долгопрудный, вариант с индивидуальными занятиями — 99 500 ₽.","УНПК: городской летний лагерь, Долгопрудный, вариант с индивидуальными занятиями — 99 500 ₽.","УНПК: городской летний лагерь, Долгопрудный, вариант с индивидуальными занятиями — 99 500 ₽.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_dolgoprudny_prices_plus_individual:9df1ec1007
unpk,deadline,draft_for_manager,low,"УНПК: городской летний лагерь, Долгопрудный — 20-31 июля.","УНПК: городской летний лагерь, Долгопрудный — 20-31 июля.","УНПК: городской летний лагерь, Долгопрудный — 20-31 июля.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_dolgoprudny_smeny_1:4e1a2eab58
unpk,deadline,draft_for_manager,low,"УНПК: городской летний лагерь, Долгопрудный — 17-28 августа.","УНПК: городской летний лагерь, Долгопрудный — 17-28 августа.","УНПК: городской летний лагерь, Долгопрудный — 17-28 августа.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_dolgoprudny_smeny_2:7113f325e0
unpk,camp_city,draft_for_manager,low,УНПК: утренний клуб в городском летнем лагере доступен со 2-го дня смены.,УНПК: утренний клуб в городском летнем лагере доступен со 2-го дня смены.,УНПК: утренний клуб в городском летнем лагере доступен со 2-го дня смены.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_free_morning_club_from_day:f8e850c55e
unpk,camp_city,draft_for_manager,low,"УНПК: городской летний лагерь, название — Утренний клуб Предлёнка.","УНПК: городской летний лагерь, название — Утренний клуб Предлёнка.","УНПК: городской летний лагерь, название — Утренний клуб Предлёнка.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_free_morning_club_name:5cd79542d3
unpk,camp_city,draft_for_manager,low,УНПК: городской летний лагерь — 09:45-11:45.,УНПК: городской летний лагерь — 09:45-11:45.,УНПК: городской летний лагерь — 09:45-11:45.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_free_morning_club_time:decd807aa5
unpk,camp_city,draft_for_manager,low,"УНПК: городской летний лагерь — Обед (первое, второе, салат, булочка) + полдник.","УНПК: городской летний лагерь — Обед (первое, второе, салат, булочка) + полдник.","УНПК: городской летний лагерь — Обед (первое, второе, салат, булочка) + полдник.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_meals:407edd6503
unpk,deadline,draft_for_manager,low,"УНПК: городской летний лагерь, Москва, даты — 6-17 июля.","УНПК: городской летний лагерь, Москва, даты — 6-17 июля.","УНПК: городской летний лагерь, Москва, даты — 6-17 июля.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_moscow_ano_dates:db83746c48
unpk,camp_city,draft_for_manager,low,"УНПК: городской летний лагерь, Москва — Москва Скорняжный.","УНПК: городской летний лагерь, Москва — Москва Скорняжный.","УНПК: городской летний лагерь, Москва — Москва Скорняжный.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_moscow_ano_location:ff929243ea
unpk,price,bot_answer_self_for_pilot,low,"УНПК: городской летний лагерь, Москва, базовый вариант — 37 500 ₽.","УНПК: городской летний лагерь, Москва, базовый вариант — 37 500 ₽.","УНПК: городской летний лагерь, Москва, базовый вариант — 37 500 ₽.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_moscow_ano_prices_base:f5bb59c16c
unpk,price,bot_answer_self_for_pilot,low,"УНПК: городской летний лагерь, Москва, вариант с факультативом — 59 500 ₽.","УНПК: городской летний лагерь, Москва, вариант с факультативом — 59 500 ₽.","УНПК: городской летний лагерь, Москва, вариант с факультативом — 59 500 ₽.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_moscow_ano_prices_plus_factultative:6c422dacb1
unpk,price,bot_answer_self_for_pilot,low,"УНПК: городской летний лагерь, Москва, вариант с индивидуальными занятиями — 99 500 ₽.","УНПК: городской летний лагерь, Москва, вариант с индивидуальными занятиями — 99 500 ₽.","УНПК: городской летний лагерь, Москва, вариант с индивидуальными занятиями — 99 500 ₽.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_moscow_ano_prices_plus_individual:e9c332dc8d
unpk,camp_city,draft_for_manager,low,УНПК: городской летний лагерь — ЛВШ выездная — другой продукт.,УНПК: городской летний лагерь — ЛВШ выездная — другой продукт.,УНПК: городской летний лагерь — ЛВШ выездная — другой продукт.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-08-31,2026-05-18,fact:v3:unpk:ls_city_2026_unpk_not_to_confuse_with:9338e4359e
unpk,contact,draft_for_manager,low,УНПК: контакты — +7 (495) 150-81-51.,УНПК: контакты — +7 (495) 150-81-51.,УНПК: контакты — +7 (495) 150-81-51.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-05-18,fact:v3:unpk:contacts_unpk_phone:13999567b6
unpk,course_parameter,draft_for_manager,low,"УНПК: контакты, расписание — Пн-Вс 10:00-18:00.","УНПК: контакты, расписание — Пн-Вс 10:00-18:00.","УНПК: контакты, расписание — Пн-Вс 10:00-18:00.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-05-18,fact:v3:unpk:contacts_unpk_schedule:b15e702f9a
unpk,contact,draft_for_manager,low,УНПК: контакты — @unpk_mipt.,УНПК: контакты — @unpk_mipt.,УНПК: контакты — @unpk_mipt.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-05-18,fact:v3:unpk:contacts_unpk_telegram:eb9ebca792
unpk,contact,draft_for_manager,low,УНПК: контакты — 8 (800) 500-81-51.,УНПК: контакты — 8 (800) 500-81-51.,УНПК: контакты — 8 (800) 500-81-51.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-05-18,fact:v3:unpk:contacts_unpk_toll_free:b286b76e62
unpk,contact,draft_for_manager,low,УНПК: контакты — kmipt.ru.,УНПК: контакты — kmipt.ru.,УНПК: контакты — kmipt.ru.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-05-18,fact:v3:unpk:contacts_unpk_website:4df75b17bf
unpk,discount,bot_answer_self_for_pilot,low,УНПК: для действующих учеников этого учебного центра доступна скидка 7% на любой летний лагерь.,УНПК: для действующих учеников этого учебного центра доступна скидка 7% на любой летний лагерь.,УНПК: для действующих учеников этого учебного центра доступна скидка 7% на любой летний лагерь.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_active_student_to_summer_camp:8b014dc1ba
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: скидка для постоянных участников лагерей — 10%, условие: 2 смены.","УНПК: скидка для постоянных участников лагерей — 10%, условие: 2 смены.","УНПК: скидка для постоянных участников лагерей — 10%, условие: 2 смены.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_loyal_customers_camps_pct_10:d63b618fc4
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: скидка для постоянных участников лагерей — 15%, условие: 3-4 смены.","УНПК: скидка для постоянных участников лагерей — 15%, условие: 3-4 смены.","УНПК: скидка для постоянных участников лагерей — 15%, условие: 3-4 смены.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_loyal_customers_camps_pct_15:95647f98ad
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: скидка для постоянных участников лагерей — 20%, условие: 5 смен.","УНПК: скидка для постоянных участников лагерей — 20%, условие: 5 смен.","УНПК: скидка для постоянных участников лагерей — 20%, условие: 5 смен.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_loyal_customers_camps_pct_20:a1ff7377f9
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: скидка для постоянных участников лагерей — 30%, условие: 6+ смен.","УНПК: скидка для постоянных участников лагерей — 30%, условие: 6+ смен.","УНПК: скидка для постоянных участников лагерей — 30%, условие: 6+ смен.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_loyal_customers_camps_pct_30:1c3436bf37
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: скидка для постоянных участников лагерей — 5%, условие: 1 смена посещена.","УНПК: скидка для постоянных участников лагерей — 5%, условие: 1 смена посещена.","УНПК: скидка для постоянных участников лагерей — 5%, условие: 1 смена посещена.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_loyal_customers_camps_pct_5:78b9cf9119
unpk,discount,bot_answer_self_for_pilot,low,УНПК: для сотрудников МФТИ действует скидка 10%; другие значения перед ответом нужно проверить у ответственного менеджера.,УНПК: для сотрудников МФТИ действует скидка 10%; другие значения перед ответом нужно проверить у ответственного менеджера.,УНПК: для сотрудников МФТИ действует скидка 10%; другие значения перед ответом нужно проверить у ответственного менеджера.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_mfti_employees_note:c47056e469
unpk,discount,bot_answer_self_for_pilot,low,УНПК: для сотрудников МФТИ действует скидка 10%.,УНПК: для сотрудников МФТИ действует скидка 10%.,УНПК: для сотрудников МФТИ действует скидка 10%.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_mfti_employees_pct:60bbed7c15
unpk,discount,bot_answer_self_for_pilot,low,УНПК: при помесячной оплате действует скидка 10%.,УНПК: при помесячной оплате действует скидка 10%.,УНПК: при помесячной оплате действует скидка 10%.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_monthly_payment:436737ed25
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: для многодетных семей действует скидка 10%; скидки не суммируются, применяется наибольшая доступная скидка.","УНПК: для многодетных семей действует скидка 10%; скидки не суммируются, применяется наибольшая доступная скидка.","УНПК: для многодетных семей действует скидка 10%; скидки не суммируются, применяется наибольшая доступная скидка.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_multichild_rule:5909e04b2e
unpk,discount,bot_answer_self_for_pilot,low,УНПК: по программе «приведи друга» кэшбэк 5 000 ₽; условие: после завершения смены другом.,УНПК: по программе «приведи друга» кэшбэк 5 000 ₽; условие: после завершения смены другом.,УНПК: по программе «приведи друга» кэшбэк 5 000 ₽; условие: после завершения смены другом.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_refer_a_friend_camp_advanced_tariff_cashback:c2412e822d
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: скидка, программа «приведи друга», условие — после смены.","УНПК: скидка, программа «приведи друга», условие — после смены.","УНПК: скидка, программа «приведи друга», условие — после смены.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_refer_a_friend_camp_advanced_tariff_condition:f308bd2ee0
unpk,discount,bot_answer_self_for_pilot,low,УНПК: по программе «приведи друга» кэшбэк 3 000 ₽; условие: после завершения смены другом.,УНПК: по программе «приведи друга» кэшбэк 3 000 ₽; условие: после завершения смены другом.,УНПК: по программе «приведи друга» кэшбэк 3 000 ₽; условие: после завершения смены другом.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_refer_a_friend_camp_base_tariff_cashback:74dced1bf6
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: скидка, программа «приведи друга», условие — после смены.","УНПК: скидка, программа «приведи друга», условие — после смены.","УНПК: скидка, программа «приведи друга», условие — после смены.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_refer_a_friend_camp_base_tariff_condition:a18bc8b8a1
unpk,discount,bot_answer_self_for_pilot,low,УНПК: по программе «приведи друга» кэшбэк 10 000 ₽; условие: после 1 семестра обучения друга.,УНПК: по программе «приведи друга» кэшбэк 10 000 ₽; условие: после 1 семестра обучения друга.,УНПК: по программе «приведи друга» кэшбэк 10 000 ₽; условие: после 1 семестра обучения друга.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_refer_a_friend_offline_cashback:f8fbeeaf9f
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: скидка, очно, программа «приведи друга», условие — после 1 семестра друга.","УНПК: скидка, очно, программа «приведи друга», условие — после 1 семестра друга.","УНПК: скидка, очно, программа «приведи друга», условие — после 1 семестра друга.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_refer_a_friend_offline_condition:9681f67567
unpk,discount,bot_answer_self_for_pilot,low,УНПК: по программе «приведи друга» кэшбэк 5 000 ₽; условие: после 1 семестра обучения друга.,УНПК: по программе «приведи друга» кэшбэк 5 000 ₽; условие: после 1 семестра обучения друга.,УНПК: по программе «приведи друга» кэшбэк 5 000 ₽; условие: после 1 семестра обучения друга.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_refer_a_friend_online_cashback:8ef6023121
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: скидка, онлайн, программа «приведи друга», условие — после 1 семестра друга.","УНПК: скидка, онлайн, программа «приведи друга», условие — после 1 семестра друга.","УНПК: скидка, онлайн, программа «приведи друга», условие — после 1 семестра друга.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_refer_a_friend_online_condition:9862a0a269
unpk,discount,bot_answer_self_for_pilot,low,УНПК: при очном обучении скидка на второй предмет составляет 20%.,УНПК: при очном обучении скидка на второй предмет составляет 20%.,УНПК: при очном обучении скидка на второй предмет составляет 20%.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_second_subject_offline:dffb83e50a
unpk,discount,bot_answer_self_for_pilot,low,УНПК: при онлайн-обучении скидка на второй предмет составляет 20%.,УНПК: при онлайн-обучении скидка на второй предмет составляет 20%.,УНПК: при онлайн-обучении скидка на второй предмет составляет 20%.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_second_subject_online:17faec7ca4
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: если клиенту доступно несколько скидок, они не суммируются; применяется наибольшая доступная скидка.","УНПК: если клиенту доступно несколько скидок, они не суммируются; применяется наибольшая доступная скидка.","УНПК: если клиенту доступно несколько скидок, они не суммируются; применяется наибольшая доступная скидка.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_stacking_rule:4d46788b83
unpk,discount,bot_answer_self_for_pilot,low,"УНПК: если клиенту доступно несколько скидок, они не суммируются; применяется наибольшая доступная скидка.","УНПК: если клиенту доступно несколько скидок, они не суммируются; применяется наибольшая доступная скидка.","УНПК: если клиенту доступно несколько скидок, они не суммируются; применяется наибольшая доступная скидка.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:discounts_stacking_rule_text:487870abdd
unpk,course_parameter,draft_for_manager,low,УНПК: при помесячной оплате дополнительная скидка не применяется.,УНПК: при помесячной оплате дополнительная скидка не применяется.,УНПК: при помесячной оплате дополнительная скидка не применяется.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:payment_options_available_schedules_1_monthly_discount_extra:03546dd049
unpk,course_parameter,draft_for_manager,low,УНПК: при оплате за семестр действует дополнительная скидка 10%.,УНПК: при оплате за семестр действует дополнительная скидка 10%.,УНПК: при оплате за семестр действует дополнительная скидка 10%.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:payment_options_available_schedules_2_semester_discount_extra:b7e1eae4cd
unpk,course_parameter,draft_for_manager,low,УНПК: при оплате за год действует дополнительная скидка 14%.,УНПК: при оплате за год действует дополнительная скидка 14%.,УНПК: при оплате за год действует дополнительная скидка 14%.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:payment_options_available_schedules_3_year_discount_extra:b79113ca97
unpk,installment,bot_answer_self_for_pilot,medium,"У нас оплата возможна помесячно, за семестр или за год. При оплате семестром или годом действует скидка. Если нужно растянуть оплату — менеджер подскажет варианты под вашу ситуацию.","У нас оплата возможна помесячно, за семестр или за год. При оплате семестром или годом действует скидка. Если нужно растянуть оплату — менеджер подскажет варианты под вашу ситуацию.","У нас оплата возможна помесячно, за семестр или за год. При оплате семестром или годом действует скидка. Если нужно растянуть оплату — менеджер подскажет варианты под вашу ситуацию.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2027-08-31,2026-05-18,fact:v3:unpk:payment_options_client_safe_text_when_asked_about_installment:09424163b2
unpk,course_parameter,draft_for_manager,low,УНПК: интенсив 2026 рассчитан на 10-11 классы.,УНПК: интенсив 2026 рассчитан на 10-11 классы.,УНПК: интенсив 2026 рассчитан на 10-11 классы.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-05-18,fact:v3:unpk:intensives_2026_ege_unpk_classes:8d46b004f7
unpk,course_parameter,draft_for_manager,low,УНПК: длительность интенсива 2026 — 8 недель.,УНПК: длительность интенсива 2026 — 8 недель.,УНПК: длительность интенсива 2026 — 8 недель.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-05-18,fact:v3:unpk:intensives_2026_ege_unpk_duration_weeks:bdb6dae2a5
unpk,intensive,draft_for_manager,low,"УНПК: интенсивы 2026 — онлайн, 2 занятия/нед.","УНПК: интенсивы 2026 — онлайн, 2 занятия/нед.","УНПК: интенсивы 2026 — онлайн, 2 занятия/нед.",facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-05-18,fact:v3:unpk:intensives_2026_ege_unpk_format:4f30836595
unpk,intensive,draft_for_manager,low,УНПК: размер группы на интенсиве 2026 — 10-15 человек.,УНПК: размер группы на интенсиве 2026 — 10-15 человек.,УНПК: размер группы на интенсиве 2026 — 10-15 человек.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-05-18,fact:v3:unpk:intensives_2026_ege_unpk_group_size:990b903a52
unpk,intensive,draft_for_manager,low,УНПК: в интенсив 2026 входит: 14 живых вебинаров (90 мин).,УНПК: в интенсив 2026 входит: 14 живых вебинаров (90 мин).,УНПК: в интенсив 2026 входит: 14 живых вебинаров (90 мин).,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-05-18,fact:v3:unpk:intensives_2026_ege_unpk_includes_1:fd43fd2607
unpk,intensive,draft_for_manager,low,УНПК: в интенсив 2026 входит: 7 практических занятий.,УНПК: в интенсив 2026 входит: 7 практических занятий.,УНПК: в интенсив 2026 входит: 7 практических занятий.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-05-18,fact:v3:unpk:intensives_2026_ege_unpk_includes_2:42cf7a92b8
unpk,intensive,draft_for_manager,low,УНПК: в интенсив 2026 входит: ДЗ и конспекты.,УНПК: в интенсив 2026 входит: ДЗ и конспекты.,УНПК: в интенсив 2026 входит: ДЗ и конспекты.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-05-18,fact:v3:unpk:intensives_2026_ege_unpk_includes_3:fde0a4790e
unpk,intensive,draft_for_manager,low,УНПК: в интенсив 2026 входит: 3 пробника.,УНПК: в интенсив 2026 входит: 3 пробника.,УНПК: в интенсив 2026 входит: 3 пробника.,facts_for_bot_UNPK.yaml (Claude layer v3),document_verified,2026-12-31,2026-05-18,fact:v3:unpk:intensives_2026_ege_unpk_includes_4:9718259f54
