priority,approval_item_id,item_type,topic,fact_id_ref,brand,product,manager_text,suggested_decision,rop_question,source_id,linked_open_question,risk_notes
P0,approve:fact_v3_foton_prices_regular_2026_27_early_booking_2026_27_online_5_11_year_b39698b01b,price,01_pricing,fact:v3:foton:prices_regular_2026_27_early_booking_2026_27_online_5_11_year:b39698b01b,foton,regular_courses_2026_27,"Фотон: цены на 2026/27 учебный год, 5-11 класс, онлайн — 47 250 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: Фотон, regular courses 2026 27? Факт: Фотон: цены на 2026/27 учебный год, 5-11 класс, онлайн — 47 250 ₽.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_3_4_class_before_2026_07_01_semester_f3a5b189a1,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_3_4_class_before_2026_07_01_semester:f3a5b189a1,foton,regular_courses_2026_27,"Фотон: цены на 2026/27 учебный год, 3-4 класс, очно, семестр — 28 250 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: Фотон, regular courses 2026 27? Факт: Фотон: цены на 2026/27 учебный год, 3-4 класс, очно, семестр — 28 250 ₽.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_3_4_class_before_2026_07_01_year_0224369794,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_3_4_class_before_2026_07_01_year:0224369794,foton,regular_courses_2026_27,"Фотон: цены на 2026/27 учебный год, 3-4 класс, очно, год — 47 000 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: Фотон, regular courses 2026 27? Факт: Фотон: цены на 2026/27 учебный год, 3-4 класс, очно, год — 47 000 ₽.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_5_11_class_before_2026_07_01_semester_36842d05b0,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_5_11_class_before_2026_07_01_semester:36842d05b0,foton,regular_courses_2026_27,"Фотон: цены на 2026/27 учебный год, 5-11 класс, очно, семестр — 44 600 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: Фотон, regular courses 2026 27? Факт: Фотон: цены на 2026/27 учебный год, 5-11 класс, очно, семестр — 44 600 ₽.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_offline_5_11_class_before_2026_07_01_year_1ba4d315ac,price,01_pricing,fact:v3:foton:prices_regular_2026_27_offline_5_11_class_before_2026_07_01_year:1ba4d315ac,foton,regular_courses_2026_27,"Фотон: цены на 2026/27 учебный год, 5-11 класс, очно, год — 74 500 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: Фотон, regular courses 2026 27? Факт: Фотон: цены на 2026/27 учебный год, 5-11 класс, очно, год — 74 500 ₽.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_1_4_class_before_2026_08_01_semester_a342b06c1f,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_1_4_class_before_2026_08_01_semester:a342b06c1f,foton,regular_courses_2026_27,"Фотон: цены на 2026/27 учебный год, 1-4 класс, онлайн, семестр — 19 000 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: Фотон, regular courses 2026 27? Факт: Фотон: цены на 2026/27 учебный год, 1-4 класс, онлайн, семестр — 19 000 ₽.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_1_4_class_before_2026_08_01_year_range_e7e679a41b,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_1_4_class_before_2026_08_01_year_range:e7e679a41b,foton,regular_courses_2026_27,"Фотон: цены на 2026/27 учебный год, 1-4 класс, онлайн, год — диапазон от 29 900 ₽ до 33 300 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: Фотон, regular courses 2026 27? Факт: Фотон: цены на 2026/27 учебный год, 1-4 класс, онлайн, год — диапазон от 29 900 ₽ до 33 300 ₽.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_5_11_class_before_2026_08_01_semester_3a603a0670,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_5_11_class_before_2026_08_01_semester:3a603a0670,foton,regular_courses_2026_27,"Фотон: цены на 2026/27 учебный год, 5-11 класс, онлайн, семестр — 29 750 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: Фотон, regular courses 2026 27? Факт: Фотон: цены на 2026/27 учебный год, 5-11 класс, онлайн, семестр — 29 750 ₽.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_prices_regular_2026_27_online_5_11_class_before_2026_08_01_year_range_d905313fcc,price,01_pricing,fact:v3:foton:prices_regular_2026_27_online_5_11_class_before_2026_08_01_year_range:d905313fcc,foton,regular_courses_2026_27,"Фотон: цены на 2026/27 учебный год, 5-11 класс, онлайн, год — диапазон от 47 250 ₽ до 52 500 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: Фотон, regular courses 2026 27? Факт: Фотон: цены на 2026/27 учебный год, 5-11 класс, онлайн, год — диапазон от 47 250 ₽ до 52 500 ₽.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_fiztech_olympiad_prices_group_0a8949bd9a,price,01_pricing,fact:v3:unpk:fiztech_olympiad_prices_group:0a8949bd9a,unpk,fiztech_olympiad_general,"УНПК: prices , group — 50 000 ₽. [client_blocked: blocked_status:needs_owner_confirmation, manager_only_route, not_client_allowed_status:needs_owner_confirmation]",needs_owner_confirmation_before_client_use,"Кто должен подтвердить перед ответом клиенту: УНПК, fiztech olympiad general? Факт: УНПК: prices , group — 50 000 ₽.",claude_layer_v3:facts_for_bot_UNPK,owner_confirmation_required,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['blocked_status:needs_owner_confirmation', 'manager_only_route', 'not_client_allowed_status:needs_owner_confirmation']"
P0,approve:fact_v3_unpk_fiztech_olympiad_prices_individual_38eac857f7,price,01_pricing,fact:v3:unpk:fiztech_olympiad_prices_individual:38eac857f7,unpk,fiztech_olympiad_general,"УНПК: prices , individual — 33 000 ₽. [client_blocked: blocked_status:needs_owner_confirmation, manager_only_route, not_client_allowed_status:needs_owner_confirmation]",needs_owner_confirmation_before_client_use,"Кто должен подтвердить перед ответом клиенту: УНПК, fiztech olympiad general? Факт: УНПК: prices , individual — 33 000 ₽.",claude_layer_v3:facts_for_bot_UNPK,owner_confirmation_required,"Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['blocked_status:needs_owner_confirmation', 'manager_only_route', 'not_client_allowed_status:needs_owner_confirmation']"
P0,approve:fact_v3_unpk_intensives_2026_ege_unpk_prices_one_block_0233880ebf,price,01_pricing,fact:v3:unpk:intensives_2026_ege_unpk_prices_one_block:0233880ebf,unpk,intensives_2026,"УНПК: интенсивы 2026, один блок — 9 400 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, intensives 2026? Факт: УНПК: интенсивы 2026, один блок — 9 400 ₽.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_intensives_2026_ege_unpk_prices_one_subject_f3bf922d3a,price,01_pricing,fact:v3:unpk:intensives_2026_ege_unpk_prices_one_subject:f3bf922d3a,unpk,intensives_2026,"УНПК: интенсивы 2026, один предмет — 18 800 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, intensives 2026? Факт: УНПК: интенсивы 2026, один предмет — 18 800 ₽.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_intensives_2026_ege_unpk_prices_two_subjects_0b2766da8f,price,01_pricing,fact:v3:unpk:intensives_2026_ege_unpk_prices_two_subjects:0b2766da8f,unpk,intensives_2026,"УНПК: интенсивы 2026, два предмета — 34 400 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, intensives 2026? Факт: УНПК: интенсивы 2026, два предмета — 34 400 ₽.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_ls_city_2026_unpk_dolgoprudny_prices_base_c986337fbb,price,01_pricing,fact:v3:unpk:ls_city_2026_unpk_dolgoprudny_prices_base:c986337fbb,unpk,city_camp_2026,"УНПК: городской летний лагерь, Долгопрудный, базовый вариант — 37 500 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, city camp 2026? Факт: УНПК: городской летний лагерь, Долгопрудный, базовый вариант — 37 500 ₽.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_ls_city_2026_unpk_dolgoprudny_prices_plus_factultative_2b06671e9c,price,01_pricing,fact:v3:unpk:ls_city_2026_unpk_dolgoprudny_prices_plus_factultative:2b06671e9c,unpk,city_camp_2026,"УНПК: городской летний лагерь, Долгопрудный, вариант с факультативом — 59 500 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, city camp 2026? Факт: УНПК: городской летний лагерь, Долгопрудный, вариант с факультативом — 59 500 ₽.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_ls_city_2026_unpk_dolgoprudny_prices_plus_individual_9df1ec1007,price,01_pricing,fact:v3:unpk:ls_city_2026_unpk_dolgoprudny_prices_plus_individual:9df1ec1007,unpk,city_camp_2026,"УНПК: городской летний лагерь, Долгопрудный, вариант с индивидуальными занятиями — 99 500 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, city camp 2026? Факт: УНПК: городской летний лагерь, Долгопрудный, вариант с индивидуальными занятиями — 99 500 ₽.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_ls_city_2026_unpk_moscow_prices_base_258f0c65d3,price,01_pricing,fact:v3:unpk:ls_city_2026_unpk_moscow_prices_base:258f0c65d3,unpk,city_camp_2026,"УНПК: городской летний лагерь, Москва, базовый вариант — 37 500 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, city camp 2026? Факт: УНПК: городской летний лагерь, Москва, базовый вариант — 37 500 ₽.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_ls_city_2026_unpk_moscow_prices_plus_factultative_ec605c4657,price,01_pricing,fact:v3:unpk:ls_city_2026_unpk_moscow_prices_plus_factultative:ec605c4657,unpk,city_camp_2026,"УНПК: городской летний лагерь, Москва, вариант с факультативом — 59 500 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, city camp 2026? Факт: УНПК: городской летний лагерь, Москва, вариант с факультативом — 59 500 ₽.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_ls_city_2026_unpk_moscow_prices_plus_individual_c67fb25139,price,01_pricing,fact:v3:unpk:ls_city_2026_unpk_moscow_prices_plus_individual:c67fb25139,unpk,city_camp_2026,"УНПК: городской летний лагерь, Москва, вариант с индивидуальными занятиями — 99 500 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, city camp 2026? Факт: УНПК: городской летний лагерь, Москва, вариант с индивидуальными занятиями — 99 500 ₽.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_prices_regular_2026_27_offline_1_4_class_before_2026_07_01_semester_822adda0a0,price,01_pricing,fact:v3:unpk:prices_regular_2026_27_offline_1_4_class_before_2026_07_01_semester:822adda0a0,unpk,regular_courses_2026_27,"УНПК: цены на 2026/27 учебный год, 1-4 класс, очно, семестр — 31 000 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, regular courses 2026 27? Факт: УНПК: цены на 2026/27 учебный год, 1-4 класс, очно, семестр — 31 000 ₽.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_prices_regular_2026_27_offline_1_4_class_before_2026_07_01_year_dde3131cf8,price,01_pricing,fact:v3:unpk:prices_regular_2026_27_offline_1_4_class_before_2026_07_01_year:dde3131cf8,unpk,regular_courses_2026_27,"УНПК: цены на 2026/27 учебный год, 1-4 класс, очно, год — 51 700 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, regular courses 2026 27? Факт: УНПК: цены на 2026/27 учебный год, 1-4 класс, очно, год — 51 700 ₽.",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_prices_regular_2026_27_offline_5_11_class_before_2026_07_01_semester_091cddc130,price,01_pricing,fact:v3:unpk:prices_regular_2026_27_offline_5_11_class_before_2026_07_01_semester:091cddc130,unpk,regular_courses_2026_27,"УНПК: цены на 2026/27 учебный год, 5-11 класс, очно, семестр — 49 000 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, regular courses 2026 27? Факт: УНПК: цены на 2026/27 учебный год, 5-11 класс, очно, семестр — 49 000 ₽.",claude_layer_v3:facts_for_bot_UNPK,q14_closed,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_prices_regular_2026_27_offline_5_11_class_before_2026_07_01_year_c9c10537f7,price,01_pricing,fact:v3:unpk:prices_regular_2026_27_offline_5_11_class_before_2026_07_01_year:c9c10537f7,unpk,regular_courses_2026_27,"УНПК: цены на 2026/27 учебный год, 5-11 класс, очно, год — 82 000 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, regular courses 2026 27? Факт: УНПК: цены на 2026/27 учебный год, 5-11 класс, очно, год — 82 000 ₽.",claude_layer_v3:facts_for_bot_UNPK,q14_closed,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_prices_regular_2026_27_online_5_11_class_regular_bot_behavior_when_asked_a9b0fb58d8,price,01_pricing,fact:v3:unpk:prices_regular_2026_27_online_5_11_class_regular_bot_behavior_when_asked:a9b0fb58d8,unpk,regular_courses_2026_27,"УНПК: цены на 2026/27 учебный год, 5-11 класс, онлайн — Да, у нас есть обычные онлайн-курсы для 5-11 класса. Финальный прайс и расписание на 2026/27 учебный год уточняются — менеджер свяжется и пришлёт актуальные условия.. [client_blocked: not_client_allowed_status:prices_pending]",review_before_client_use,"Подтверждаете цену, период действия и область применения: УНПК, regular courses 2026 27? Факт: УНПК: цены на 2026/27 учебный год, 5-11 класс, онлайн — Да, у нас есть обычные онлайн-курсы для 5-11 класса. Финальный прайс и расписание на 2026/27 учебный год уточняются — менедж",claude_layer_v3:facts_for_bot_UNPK,,Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['not_client_allowed_status:prices_pending']
P0,approve:fact_v3_unpk_prices_regular_2026_27_online_olympiad_phystech_9_and_11_product_5237936443,price,01_pricing,fact:v3:unpk:prices_regular_2026_27_online_olympiad_phystech_9_and_11_product:5237936443,unpk,online_olympiad_phystech_classes_9_11,"УНПК: цены на 2026/27 учебный год, 9 и 11 класс, онлайн, продукт — Олимпиадная подготовка Физтех.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, online olympiad phystech classes 9 11? Факт: УНПК: цены на 2026/27 учебный год, 9 и 11 класс, онлайн, продукт — Олимпиадная подготовка Физтех.",claude_layer_v3:facts_for_bot_UNPK,q15_closed,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_prices_regular_2026_27_online_olympiad_phystech_9_and_11_semester_e0276768ba,price,01_pricing,fact:v3:unpk:prices_regular_2026_27_online_olympiad_phystech_9_and_11_semester:e0276768ba,unpk,online_olympiad_phystech_classes_9_11,"УНПК: цены на 2026/27 учебный год, 9 и 11 класс, онлайн, семестр — 41 800 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, online olympiad phystech classes 9 11? Факт: УНПК: цены на 2026/27 учебный год, 9 и 11 класс, онлайн, семестр — 41 800 ₽.",claude_layer_v3:facts_for_bot_UNPK,q15_closed,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_prices_regular_2026_27_online_olympiad_phystech_9_and_11_year_a13c2c4375,price,01_pricing,fact:v3:unpk:prices_regular_2026_27_online_olympiad_phystech_9_and_11_year:a13c2c4375,unpk,online_olympiad_phystech_classes_9_11,"УНПК: цены на 2026/27 учебный год, 9 и 11 класс, онлайн, год — 69 900 ₽.",approve_for_client_answer_after_rop_review,"Подтверждаете цену, период действия и область применения: УНПК, online olympiad phystech classes 9 11? Факт: УНПК: цены на 2026/27 учебный год, 9 и 11 класс, онлайн, год — 69 900 ₽.",claude_layer_v3:facts_for_bot_UNPK,q15_closed,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_unpk_team_answers_q15_unpk_online_other_classes_manager_handoff_7c26d73ce4,price,01_pricing,fact:v3:unpk:team_answers_q15_unpk_online_other_classes_manager_handoff:7c26d73ce4,unpk,online_olympiad_phystech_9_and_11,По онлайн-направлениям УНПК вне олимпиадной подготовки Физтех для 9 и 11 классов точные условия должен проверить менеджер.,review_before_client_use,"Подтверждаете цену, период действия и область применения: УНПК, online olympiad phystech 9 and 11? Факт: По онлайн-направлениям УНПК вне олимпиадной подготовки Физтех для 9 и 11 классов точные условия должен проверить менеджер.",claude_layer_v3:changelog_team_answers,q15_closed,Импортировано из Claude v3 handoff. Перед клиентским использованием нужна проверка менеджером/РОПом. safety: ['manager_only_route']
P0,approve:fact_v3_foton_discounts_active_student_to_summer_camp_condition_client_text_ed29222c13,discount,02_discounts,fact:v3:foton:discounts_active_student_to_summer_camp_condition_client_text:ed29222c13,foton,discounts,Фотон: для действующих учеников этого учебного центра доступна скидка действующим ученикам курсов Фотон при покупке любого летнего лагеря (выездного или городского) на любой летний лагерь.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: для действующих учеников этого учебного центра доступна скидка действующим ученикам курсов Фотон при покупке любого летнего лагеря (выездного или городского) на любой летний",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_active_student_to_summer_camp_pct_d427931c28,discount,02_discounts,fact:v3:foton:discounts_active_student_to_summer_camp_pct:d427931c28,foton,discounts,Фотон: для действующих учеников этого учебного центра доступна скидка 7% на любой летний лагерь.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: для действующих учеников этого учебного центра доступна скидка 7% на любой летний лагерь.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_multichild_condition_client_text_39274994fd,discount,02_discounts,fact:v3:foton:discounts_multichild_condition_client_text:39274994fd,foton,discounts,Фотон: скидка — детям из многодетной семьи при предъявлении удостоверения многодетной семьи (даже если из семьи учится только один ребёнок).,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка — детям из многодетной семьи при предъявлении удостоверения многодетной семьи (даже если из семьи учится только один ребёнок).",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_multichild_note_5b3b7ac8bd,discount,02_discounts,fact:v3:foton:discounts_multichild_note:5b3b7ac8bd,foton,discounts,"Фотон: скидка для многодетных семей действует по статусу семьи, а не по количеству детей на оплате; условие: подтвердить статус многодетной семьи. Скидки не суммируются, применяется наибольшая доступная скидка.",approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка для многодетных семей действует по статусу семьи, а не по количеству детей на оплате; условие: подтвердить статус многодетной семьи. Скидки не суммируются, применяетс",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_multichild_pct_2566c796a9,discount,02_discounts,fact:v3:foton:discounts_multichild_pct:2566c796a9,foton,discounts,Фотон: скидка для многодетных семей — 10%; условие: подтвердить статус многодетной семьи.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: скидка для многодетных семей — 10%; условие: подтвердить статус многодетной семьи.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
P0,approve:fact_v3_foton_discounts_refer_a_friend_camp_advanced_tariff_cashback_5e6144745d,discount,02_discounts,fact:v3:foton:discounts_refer_a_friend_camp_advanced_tariff_cashback:5e6144745d,foton,discounts,Фотон: по программе «приведи друга» кэшбэк 5 000 ₽; условие: после завершения смены другом.,approve_for_client_answer_after_rop_review,"Подтверждаете скидку и правило применения без суммирования: Фотон, discounts? Факт: Фотон: по программе «приведи друга» кэшбэк 5 000 ₽; условие: после завершения смены другом.",claude_layer_v3:facts_for_bot_FOTON,,Импортировано из Claude v3 handoff.
