schema_version,fact_id,fact_key,fact_type,fact_types,title,fact_text,short_fact,client_safe_text,manager_check_text,brand,active_brand_scope,cross_brand_policy,cross_brand_mixed,product,source_id,source_title,source_path,source_url,source_sha256,source_status,freshness_status,verification_status,valid_from,valid_until,verified_by,verified_at,owner_role,allowed_for_client_answer,usable_for_precise_answer,requires_manager_confirmation,requires_amo_check,requires_tallanto_check,route_policy,risk_level,related_theme_ids,forbidden_promises,forbidden_client_mentions,forbidden_for_client,internal_only,notes,record_type
kb_release_v2_fact_v1,fact:v2:foton:promo_codes_former_student_foton_discount:38eb0d05ce,promo_codes.former_student_foton.discount,discount,"[""discount""]",promo_codes / former_student_foton / discount,5% на ЛШ Фотон,promo_codes / former_student_foton / discount,5% на ЛШ Фотон,5% на ЛШ Фотон,foton,foton_bot,brand_neutral_allowed,False,promo_codes,source:gdrive_export:foton_prices_2026_2027:2bcce6a26c,ФОТОН Стоимость обучения и порядок оплаты на 26/27 уч от 16.03.26,/Users/dmitrijfabarisov/Projects/Mango analyse/product_data/knowledge_base/kb_release_20260517_v1/source_exports/google_drive_docs/foton_prices_2026_2027.txt,https://docs.google.com/document/d/1k0hzS8cZjD2NXeE5mcjlMTEOtTVINlTstZpWOUI1gSc,8c19ff8711a2c070749b07c59f8d5eb33880e3ab865a065a60a9d25ebd1bcc06,read,document_verified,document_verified,,,,,РОП/ответственный владелец факта,True,True,False,False,False,draft_for_manager,low,"[""theme:005_discounts""]","[""Не обещать условия вне утвержденного факта."", ""Не обещать индивидуальную скидку без менеджера.""]","[""УНПК"", ""УНПК МФТИ"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,Импортировано из Claude layer.,fact
kb_release_v2_fact_v1,fact:v2:foton:promo_codes_former_student_foton_constraint:e4d53b1fc4,promo_codes.former_student_foton.constraint,program,"[""program""]",promo_codes / former_student_foton / constraint,Только Фотон → Фотон,promo_codes / former_student_foton / constraint,Только Фотон → Фотон,Только Фотон → Фотон,foton,foton_bot,brand_neutral_allowed,False,promo_codes,source:gdrive_export:foton_prices_2026_2027:2bcce6a26c,ФОТОН Стоимость обучения и порядок оплаты на 26/27 уч от 16.03.26,/Users/dmitrijfabarisov/Projects/Mango analyse/product_data/knowledge_base/kb_release_20260517_v1/source_exports/google_drive_docs/foton_prices_2026_2027.txt,https://docs.google.com/document/d/1k0hzS8cZjD2NXeE5mcjlMTEOtTVINlTstZpWOUI1gSc,8c19ff8711a2c070749b07c59f8d5eb33880e3ab865a065a60a9d25ebd1bcc06,read,document_verified,document_verified,,,,,РОП/ответственный владелец факта,True,True,False,False,False,draft_for_manager,low,"[""theme:016_program_content""]","[""Не обещать условия вне утвержденного факта.""]","[""УНПК"", ""УНПК МФТИ"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,Импортировано из Claude layer.,fact
kb_release_v2_fact_v1,fact:v2:foton:installment:d7b1127959,installment,price,"[""price""]",installment,"{'when_asked': 'У нас есть рассрочка через Т-Банк — до 500 000 ₽, до 36 месяцев. Подписание онлайн за 1-2 минуты по СМС. Также «Долями» — 4 равными частями без процентов (подходит для коротких программ). Подскажите курс — менеджер пришлёт ссылку на оформление.', 'forbidden_to_say': ['в УНПК рассрочки нет', 'у наших партнёров', 'Фотон даёт, а другие нет']}",installment,,"{'when_asked': 'У нас есть рассрочка через Т-Банк — до 500 000 ₽, до 36 месяцев. Подписание онлайн за 1-2 минуты по СМС. Также «Долями» — 4 равными частями без процентов (подходит для коротких программ). Подскажите курс — менеджер пришлёт ссылку на оформление.', 'forbidden_to_say': ['в УНПК рассрочки нет', 'у наших партнёров', 'Фотон даёт, а другие нет']}",foton,foton_bot,brand_neutral_allowed,True,installment,source:claude_layer:installment,installment,,,,unknown,document_verified,document_verified,,,,,РОП/ответственный владелец факта,False,False,True,False,False,draft_for_manager,low,"[""theme:001_pricing""]","[""Не обещать условия вне утвержденного факта.""]","[""УНПК"", ""УНПК МФТИ"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",True,False,Импортировано из Claude layer.,fact
kb_release_v2_fact_v1,fact:v2:foton:matkap:ba661d907c,matkap,matkap,"[""matkap""]",matkap,"{'when_asked': 'Да, оплата материнским капиталом возможна. Работаем с федеральным маткапиталом. Менеджер пришлёт перечень документов и поможет с оформлением через СФР. Подскажите ФИО ребёнка и какой курс рассматриваете.', 'when_regional': 'К сожалению, региональный маткапитал не принимаем — только федеральный. Если у вас федеральный — менеджер подскажет порядок оформления.', 'when_timeline': 'Срок рассмотрения в СФР — до 10 рабочих дней, плюс ещё до 5 дней на перевод. Итого до 15 дней.', 'forbidden_to_say': ['через АНО ДПО УНПК', 'оформляется через УНПК', 'у УНПК есть']}",matkap,"{'when_asked': 'Да, оплата материнским капиталом возможна. Работаем с федеральным маткапиталом. Менеджер пришлёт перечень документов и поможет с оформлением через СФР. Подскажите ФИО ребёнка и какой курс рассматриваете.', 'when_regional': 'К сожалению, региональный маткапитал не принимаем — только федеральный. Если у вас федеральный — менеджер подскажет порядок оформления.', 'when_timeline': 'Срок рассмотрения в СФР — до 10 рабочих дней, плюс ещё до 5 дней на перевод. Итого до 15 дней.', 'forbidden_to_say': ['через АНО ДПО УНПК', 'оформляется через УНПК', 'у УНПК есть']}","{'when_asked': 'Да, оплата материнским капиталом возможна. Работаем с федеральным маткапиталом. Менеджер пришлёт перечень документов и поможет с оформлением через СФР. Подскажите ФИО ребёнка и какой курс рассматриваете.', 'when_regional': 'К сожалению, региональный маткапитал не принимаем — только федеральный. Если у вас федеральный — менеджер подскажет порядок оформления.', 'when_timeline': 'Срок рассмотрения в СФР — до 10 рабочих дней, плюс ещё до 5 дней на перевод. Итого до 15 дней.', 'forbidden_to_say': ['через АНО ДПО УНПК', 'оформляется через УНПК', 'у УНПК есть']}",foton,foton_bot,brand_neutral_allowed,False,matkap,source:claude_layer:matkap,matkap,,,,unknown,document_verified,document_verified,,,,,РОП/ответственный владелец факта,False,False,True,False,False,draft_for_manager,low,"[""theme:007_matkap_payment""]","[""Не обещать условия вне утвержденного факта."", ""Не обещать одобрение СФР/ФНС или конкретный возврат денег.""]","[""УНПК"", ""УНПК МФТИ"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,Импортировано из Claude layer.,fact
kb_release_v2_fact_v1,fact:v2:foton:tax_deduction:eb6327f133,tax_deduction,price,"[""price""]",tax_deduction,"{'when_asked': 'Налоговый вычет за обучение возможен — у нас есть лицензия. За обучение ребёнка можно вернуть до 14 300 ₽ в год. Менеджер подготовит справку за 3 рабочих дня — её приложите к декларации в налоговую.', 'when_multiple_years': 'Можно подать вычет за последние 3 года. Для каждого года нужна отдельная справка от нас и отдельная декларация 3-НДФЛ. Менеджер подготовит справки.', 'when_two_children': 'Лимит на каждого ребёнка отдельный — 110 000 ₽. Если за двоих детей вы потратили по 110 000 ₽, можно вернуть до 28 600 ₽ суммарно. Менеджер пришлёт две справки.', 'when_online_question': 'По онлайн-курсам — это вопрос трактовки конкретной налоговой инспекции. Передам уточнение нашему специалисту.', 'forbidden_to_say': ['№ 70369', '06.03.2013', 'АНО ДПО УНПК МФТИ']}",tax_deduction,"{'when_asked': 'Налоговый вычет за обучение возможен — у нас есть лицензия. За обучение ребёнка можно вернуть до 14 300 ₽ в год. Менеджер подготовит справку за 3 рабочих дня — её приложите к декларации в налоговую.', 'when_multiple_years': 'Можно подать вычет за последние 3 года. Для каждого года нужна отдельная справка от нас и отдельная декларация 3-НДФЛ. Менеджер подготовит справки.', 'when_two_children': 'Лимит на каждого ребёнка отдельный — 110 000 ₽. Если за двоих детей вы потратили по 110 000 ₽, можно вернуть до 28 600 ₽ суммарно. Менеджер пришлёт две справки.', 'when_online_question': 'По онлайн-курсам — это вопрос трактовки конкретной налоговой инспекции. Передам уточнение нашему специалисту.', 'forbidden_to_say': ['№ 70369', '06.03.2013', 'АНО ДПО УНПК МФТИ']}","{'when_asked': 'Налоговый вычет за обучение возможен — у нас есть лицензия. За обучение ребёнка можно вернуть до 14 300 ₽ в год. Менеджер подготовит справку за 3 рабочих дня — её приложите к декларации в налоговую.', 'when_multiple_years': 'Можно подать вычет за последние 3 года. Для каждого года нужна отдельная справка от нас и отдельная декларация 3-НДФЛ. Менеджер подготовит справки.', 'when_two_children': 'Лимит на каждого ребёнка отдельный — 110 000 ₽. Если за двоих детей вы потратили по 110 000 ₽, можно вернуть до 28 600 ₽ суммарно. Менеджер пришлёт две справки.', 'when_online_question': 'По онлайн-курсам — это вопрос трактовки конкретной налоговой инспекции. Передам уточнение нашему специалисту.', 'forbidden_to_say': ['№ 70369', '06.03.2013', 'АНО ДПО УНПК МФТИ']}",foton,foton_bot,brand_neutral_allowed,False,tax,source:claude_layer:tax_deduction,tax_deduction,,,,unknown,document_verified,document_verified,,,,,РОП/ответственный владелец факта,True,True,False,False,False,draft_for_manager,low,"[""theme:001_pricing""]","[""Не обещать условия вне утвержденного факта.""]","[""УНПК"", ""УНПК МФТИ"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,Импортировано из Claude layer.,fact
kb_release_v2_fact_v1,fact:v2:foton:certificates:3fa88406dd,certificates,tax,"[""tax""]",certificates,{'when_asked': 'Менеджер подготовит справку и пришлёт в течение 3 рабочих дней. Подскажите тип справки (работа / налоговая / иное) — это ускорит подготовку.'},certificates,{'when_asked': 'Менеджер подготовит справку и пришлёт в течение 3 рабочих дней. Подскажите тип справки (работа / налоговая / иное) — это ускорит подготовку.'},{'when_asked': 'Менеджер подготовит справку и пришлёт в течение 3 рабочих дней. Подскажите тип справки (работа / налоговая / иное) — это ускорит подготовку.'},foton,foton_bot,brand_neutral_allowed,False,certificates,source:claude_layer:certificates,certificates,,,,unknown,document_verified,document_verified,,,,,РОП/ответственный владелец факта,False,False,True,False,False,draft_for_manager,low,"[""theme:008_tax_deduction""]","[""Не обещать условия вне утвержденного факта."", ""Не обещать одобрение СФР/ФНС или конкретный возврат денег.""]","[""УНПК"", ""УНПК МФТИ"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,Импортировано из Claude layer.,fact
kb_release_v2_fact_v1,fact:v2:foton:intensives_2026_oge_foton:743ae7cb9c,intensives_2026.oge_foton,program,"[""program""]",intensives_2026 / oge_foton,"classes: 8-9; duration_weeks: 7; start_date: 13 апреля 2026; format: онлайн, 2 занятия/нед после 18:00; group_size: 10-15; vk_chat_9: https://vk.me/join/3nehyHq4QR7_Lvm89Iymtzn1NEZP51CDLYY=",intensives_2026 / oge_foton,"classes: 8-9; duration_weeks: 7; start_date: 13 апреля 2026; format: онлайн, 2 занятия/нед после 18:00; group_size: 10-15; vk_chat_9: https://vk.me/join/3nehyHq4QR7_Lvm89Iymtzn1NEZP51CDLYY=","classes: 8-9; duration_weeks: 7; start_date: 13 апреля 2026; format: онлайн, 2 занятия/нед после 18:00; group_size: 10-15; vk_chat_9: https://vk.me/join/3nehyHq4QR7_Lvm89Iymtzn1NEZP51CDLYY=",foton,foton_bot,brand_neutral_allowed,False,intensive,source:gdrive_export:foton_prices_2026_2027:2bcce6a26c,ФОТОН Стоимость обучения и порядок оплаты на 26/27 уч от 16.03.26,/Users/dmitrijfabarisov/Projects/Mango analyse/product_data/knowledge_base/kb_release_20260517_v1/source_exports/google_drive_docs/foton_prices_2026_2027.txt,https://docs.google.com/document/d/1k0hzS8cZjD2NXeE5mcjlMTEOtTVINlTstZpWOUI1gSc,8c19ff8711a2c070749b07c59f8d5eb33880e3ab865a065a60a9d25ebd1bcc06,read,document_verified,document_verified,,,,,РОП/ответственный владелец факта,True,True,False,False,False,draft_for_manager,low,"[""theme:016_program_content""]","[""Не обещать условия вне утвержденного факта.""]","[""УНПК"", ""УНПК МФТИ"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,Импортировано из Claude layer.,fact
kb_release_v2_fact_v1,fact:v2:foton:intensives_2026_oge_foton_teachers_1_name:818e9c5dbb,intensives_2026.oge_foton_teachers.1.name,program,"[""program""]",intensives_2026 / oge_foton_teachers / 1 / name,Редичкина,intensives_2026 / oge_foton_teachers / 1 / name,Редичкина,Редичкина,foton,foton_bot,brand_neutral_allowed,False,intensive,source:gdrive_export:foton_prices_2026_2027:2bcce6a26c,ФОТОН Стоимость обучения и порядок оплаты на 26/27 уч от 16.03.26,/Users/dmitrijfabarisov/Projects/Mango analyse/product_data/knowledge_base/kb_release_20260517_v1/source_exports/google_drive_docs/foton_prices_2026_2027.txt,https://docs.google.com/document/d/1k0hzS8cZjD2NXeE5mcjlMTEOtTVINlTstZpWOUI1gSc,8c19ff8711a2c070749b07c59f8d5eb33880e3ab865a065a60a9d25ebd1bcc06,read,document_verified,document_verified,,,,,РОП/ответственный владелец факта,True,True,False,False,False,draft_for_manager,low,"[""theme:016_program_content""]","[""Не обещать условия вне утвержденного факта.""]","[""УНПК"", ""УНПК МФТИ"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,Импортировано из Claude layer.,fact
kb_release_v2_fact_v1,fact:v2:foton:intensives_2026_oge_foton_teachers_2_name:3fca63578f,intensives_2026.oge_foton_teachers.2.name,program,"[""program""]",intensives_2026 / oge_foton_teachers / 2 / name,Петрунина,intensives_2026 / oge_foton_teachers / 2 / name,Петрунина,Петрунина,foton,foton_bot,brand_neutral_allowed,False,intensive,source:gdrive_export:foton_prices_2026_2027:2bcce6a26c,ФОТОН Стоимость обучения и порядок оплаты на 26/27 уч от 16.03.26,/Users/dmitrijfabarisov/Projects/Mango analyse/product_data/knowledge_base/kb_release_20260517_v1/source_exports/google_drive_docs/foton_prices_2026_2027.txt,https://docs.google.com/document/d/1k0hzS8cZjD2NXeE5mcjlMTEOtTVINlTstZpWOUI1gSc,8c19ff8711a2c070749b07c59f8d5eb33880e3ab865a065a60a9d25ebd1bcc06,read,document_verified,document_verified,,,,,РОП/ответственный владелец факта,True,True,False,False,False,draft_for_manager,low,"[""theme:016_program_content""]","[""Не обещать условия вне утвержденного факта.""]","[""УНПК"", ""УНПК МФТИ"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,Импортировано из Claude layer.,fact
kb_release_v2_fact_v1,fact:v2:foton:intensives_2026_ege_intensive_available_in_foton:9152a17bb6,intensives_2026.ege_intensive.available_in_foton,program,"[""program""]",intensives_2026 / ege_intensive / available_in_foton,,intensives_2026 / ege_intensive / available_in_foton,,,foton,foton_bot,brand_neutral_allowed,False,intensive,source:gdrive_export:foton_prices_2026_2027:2bcce6a26c,ФОТОН Стоимость обучения и порядок оплаты на 26/27 уч от 16.03.26,/Users/dmitrijfabarisov/Projects/Mango analyse/product_data/knowledge_base/kb_release_20260517_v1/source_exports/google_drive_docs/foton_prices_2026_2027.txt,https://docs.google.com/document/d/1k0hzS8cZjD2NXeE5mcjlMTEOtTVINlTstZpWOUI1gSc,8c19ff8711a2c070749b07c59f8d5eb33880e3ab865a065a60a9d25ebd1bcc06,read,document_verified,document_verified,,,,,РОП/ответственный владелец факта,True,True,False,False,False,draft_for_manager,low,"[""theme:016_program_content""]","[""Не обещать условия вне утвержденного факта.""]","[""УНПК"", ""УНПК МФТИ"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,Импортировано из Claude layer.,fact
kb_release_v2_fact_v1,fact:v2:foton:intensives_2026_ege_intensive_note_internal:26c122a1d2,intensives_2026.ege_intensive.note_internal,program,"[""program""]",intensives_2026 / ege_intensive / note_internal,"Годовые ЕГЭ-курсы у Фотона есть (например, ЕГЭ по русскому), но это не интенсив.",intensives_2026 / ege_intensive / note_internal,"Годовые ЕГЭ-курсы у Фотона есть (например, ЕГЭ по русскому), но это не интенсив.","Годовые ЕГЭ-курсы у Фотона есть (например, ЕГЭ по русскому), но это не интенсив.",foton,foton_bot,brand_neutral_allowed,False,intensive,source:claude_layer:intensives_2026_ege_intensive_note_internal,intensives_2026 / ege_intensive / note_internal,,,,unknown,document_verified,document_verified,,,,,РОП/ответственный владелец факта,True,True,False,False,False,draft_for_manager,low,"[""theme:016_program_content""]","[""Не обещать условия вне утвержденного факта.""]","[""УНПК"", ""УНПК МФТИ"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,Импортировано из Claude layer.,fact
kb_release_v2_fact_v1,fact:v2:foton:intensives_2026_ege_intensive_bot_behavior_when_asked:0f02d70c0a,intensives_2026.ege_intensive.bot_behavior_when_asked,program,"[""program""]",intensives_2026 / ege_intensive / bot_behavior_when_asked,По интенсиву на ЕГЭ менеджер подскажет варианты — свяжется в течение рабочего дня.,intensives_2026 / ege_intensive / bot_behavior_when_asked,По интенсиву на ЕГЭ менеджер подскажет варианты — свяжется в течение рабочего дня.,По интенсиву на ЕГЭ менеджер подскажет варианты — свяжется в течение рабочего дня.,foton,foton_bot,brand_neutral_allowed,False,intensive,source:claude_layer:intensives_2026_ege_intensive_bot_behavior_when_asked,intensives_2026 / ege_intensive / bot_behavior_when_asked,,,,unknown,document_verified,document_verified,,,,,РОП/ответственный владелец факта,True,True,False,False,False,draft_for_manager,low,"[""theme:016_program_content""]","[""Не обещать условия вне утвержденного факта.""]","[""УНПК"", ""УНПК МФТИ"", ""АНО ДПО"", ""НОУ УНПК"", ""kmipt.ru"", ""@unpk_mipt""]",False,False,Импортировано из Claude layer.,fact
