id,date_payment,direction,direction_translated,type,type_translated,cost,name,description,contact_id,most_abonements_id,most_class_id,invoice_id,filial,tags,account_id,account_name,print_check_status,print_refund_status
55aeb0a7-2d98-3720-a019-68e4c82bab18,2025-10-03,in,Поступление на баланс,alfabank,Альфа-банк,78400,Оплата за абонемент ЗВШ,,113dbda7-daf9-42b5-abb8-668153ca226b,45956aa9-8ce5-1f90-38e3-68e4c80bff5a,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
722ea33b-ae16-07b1-5f3b-68e4c5539558,2025-10-03,in,Поступление на баланс,alfabank,Альфа-банк,74480,ЗВШ,,a4cdb9a3-cc3f-ff9c-9ac9-661909999abb,d38cd006-b86e-70b1-cf63-68e4c8d80549,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
84437b3d-2b3f-32a9-04ae-68e4ccd4b981,2025-10-06,out,Списание в счет школы,alfabank,Альфа-банк,78400,Покупка абонемента ЗВШ,,c51ee331-f87c-4f12-fe28-67f8e081cde7,83e08303-dde8-90ec-51b4-68e4ccc2b8c8,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
897eb047-deea-4d35-7bd4-68e4cce23a10,2025-10-06,in,Поступление на баланс,alfabank,Альфа-банк,78400,Оплата за абонемент ЗВШ,,c51ee331-f87c-4f12-fe28-67f8e081cde7,83e08303-dde8-90ec-51b4-68e4ccc2b8c8,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
d3f11267-bb2e-c323-b9dd-68e4c8538e0b,2025-10-07,out,Списание в счет школы,alfabank,Альфа-банк,74480,Покупка абонемента ЗВШ,,a4cdb9a3-cc3f-ff9c-9ac9-661909999abb,d38cd006-b86e-70b1-cf63-68e4c8d80549,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
3e04789b-efc0-a972-b7e2-68e8bcd73c2e,2025-10-09,out,Списание в счет школы,alfabank,Альфа-банк,74480,Покупка абонемента ЗВШ,,aaf44c93-f70b-8a93-8c7d-66b31e596d8c,3d8627d6-f727-8119-b657-68e8bc269f8d,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
4570a00d-8227-21ca-e29d-68e8bc60eca3,2025-10-09,in,Поступление на баланс,alfabank,Альфа-банк,74480,Оплата за абонемент ЗВШ,,aaf44c93-f70b-8a93-8c7d-66b31e596d8c,3d8627d6-f727-8119-b657-68e8bc269f8d,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
ad74ac51-f0e6-3346-cb07-68e8bd8e69c9,2025-10-09,in,Поступление на баланс,alfabank,Альфа-банк,78400,Оплата за абонемент ЗВШ,,c3630914-7c99-b40e-eeaf-68e65d88779d,2018f324-79be-a06a-3365-698c37560e67,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
1ced89f0-b00e-22f9-0bba-68edfc1919a8,2025-10-10,out,Списание в счет школы,alfabank,Альфа-банк,74480,Покупка абонемента ЗВШ,,26336cfd-4660-f8f7-78e8-682319d3515e,1c7d6751-4490-8bc5-63b8-68edfc076e26,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
1ea098ae-6236-cb72-ce22-68edfec1804e,2025-10-10,out,Списание в счет школы,alfabank,Альфа-банк,74480,Покупка абонемента ЗВШ,,6e32529e-581f-6b1a-571d-63ef5425c9e8,1e324a71-566e-7588-b482-68edfe68eefb,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
2287f652-33c6-7d55-77e2-68edfe2ff584,2025-10-10,in,Поступление на баланс,alfabank,Альфа-банк,74480,Оплата за абонемент ЗВШ,,6e32529e-581f-6b1a-571d-63ef5425c9e8,1e324a71-566e-7588-b482-68edfe68eefb,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
236d0907-2d0b-c7b2-6e4e-68edfc5242e5,2025-10-10,in,Поступление на баланс,alfabank,Альфа-банк,74480,Оплата за абонемент ЗВШ,,26336cfd-4660-f8f7-78e8-682319d3515e,1c7d6751-4490-8bc5-63b8-68edfc076e26,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
3618052c-df3c-ad06-927a-68ee24997fb7,2025-10-10,out,Списание в счет школы,webmoney,Webmoney,74480,Покупка абонемента ЗВШ,,54a900c7-94d5-5dd4-5559-64e8af8acba9,35b0e78c-f299-00c8-4b0a-68ee24baf082,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
3ac21e62-1188-81c4-94b2-68ee243380a2,2025-10-10,in,Поступление на баланс,webmoney,Webmoney,74480,Оплата за абонемент ЗВШ,,54a900c7-94d5-5dd4-5559-64e8af8acba9,35b0e78c-f299-00c8-4b0a-68ee24baf082,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
433a2710-03ef-7fdf-d410-68ee01bd2a82,2025-10-10,out,Списание в счет школы,alfabank,Альфа-банк,70560,Покупка абонемента ЗВШ,,e6c3dd2e-0279-aa42-dabc-60ba10bf75ad,42c9ade8-ffdd-7e34-c9c9-68ee01173af3,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
4a25caaf-ade7-2b0f-a4f0-68ee0168224f,2025-10-10,in,Поступление на баланс,alfabank,Альфа-банк,70560,Оплата за абонемент ЗВШ,,e6c3dd2e-0279-aa42-dabc-60ba10bf75ad,42c9ade8-ffdd-7e34-c9c9-68ee01173af3,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
62969de9-a739-2db9-558e-68ee015c69c6,2025-10-10,out,Списание в счет школы,alfabank,Альфа-банк,74480,Покупка абонемента ЗВШ,,f3ba1c4e-12a8-5789-b41a-67b7158aee54,622e318e-ab94-110d-d2c1-68ee018c740c,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
66acb577-837d-66e5-80e8-68ee0166d089,2025-10-10,in,Поступление на баланс,alfabank,Альфа-банк,74480,Оплата за абонемент ЗВШ,,f3ba1c4e-12a8-5789-b41a-67b7158aee54,622e318e-ab94-110d-d2c1-68ee018c740c,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
71592195-574c-c7c8-72c4-68edfe185299,2025-10-10,out,Списание в счет школы,alfabank,Альфа-банк,74800,Покупка абонемента ЗВШ,,135fa5ab-f489-5c12-0621-68ca5f90afc4,70e77a7d-ceed-1abb-2484-68edfea2efe7,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
76d5058c-67b0-30a0-520d-68edfeac429f,2025-10-10,in,Поступление на баланс,alfabank,Альфа-банк,74800,Оплата за абонемент ЗВШ,,135fa5ab-f489-5c12-0621-68ca5f90afc4,70e77a7d-ceed-1abb-2484-68edfea2efe7,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
7792f6c8-7471-73d2-9f9c-68edff51ca3a,2025-10-10,out,Списание в счет школы,alfabank,Альфа-банк,70560,Покупка абонемента ЗВШ,,9cb21e48-bcaa-bbd3-f518-655dcca2d6c7,77270aa2-15e8-5980-7495-68edff86880b,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
7c86da9b-02a8-7232-76e7-68edff3690a9,2025-10-10,in,Поступление на баланс,alfabank,Альфа-банк,70560,Оплата за абонемент ЗВШ,,9cb21e48-bcaa-bbd3-f518-655dcca2d6c7,77270aa2-15e8-5980-7495-68edff86880b,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
8025e76a-5cbf-013d-343b-68edfe73ca3d,2025-10-10,out,Списание в счет школы,alfabank,Альфа-банк,78400,Покупка абонемента ЗВШ,,c1269c4d-3a81-e72e-71ec-68bfecbea730,7fbe6956-cb02-a60e-d30a-68edfe2e9c57,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
853165d6-7499-4ba4-bcb6-68edfe760bdf,2025-10-10,in,Поступление на баланс,alfabank,Альфа-банк,78400,Оплата за абонемент ЗВШ,,c1269c4d-3a81-e72e-71ec-68bfecbea730,7fbe6956-cb02-a60e-d30a-68edfe2e9c57,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
8ae5f5bd-79cf-6fc2-71f2-68ee01a53598,2025-10-10,out,Списание в счет школы,alfabank,Альфа-банк,74480,Покупка абонемента ЗВШ,,34cfca7a-678b-2de6-f4d9-628f32244923,8a7a3aaf-1d15-9017-01aa-68ee01fd467a,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
8dcfb21b-caa6-e3c4-36e8-68ee01e42f17,2025-10-10,in,Поступление на баланс,alfabank,Альфа-банк,74480,Оплата за абонемент ЗВШ,,34cfca7a-678b-2de6-f4d9-628f32244923,8a7a3aaf-1d15-9017-01aa-68ee01fd467a,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
97dc03ca-38f5-7b6c-ea2e-68edfed2b84d,2025-10-10,out,Списание в счет школы,alfabank,Альфа-банк,74480,Покупка абонемента ЗВШ,,97c0c14a-0025-27b6-2a1b-687f73a92701,97795f4a-c7a6-8175-8bb9-68edfea0f30f,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
9c222fd3-ab7d-7ea6-c5e7-68edfe46ca96,2025-10-10,in,Поступление на баланс,alfabank,Альфа-банк,74480,Оплата за абонемент ЗВШ,,97c0c14a-0025-27b6-2a1b-687f73a92701,97795f4a-c7a6-8175-8bb9-68edfea0f30f,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
a1d9ce40-0d27-1146-7f93-68edfd33b4ef,2025-10-10,in,Поступление на баланс,alfabank,Альфа-банк,38000,ЗВШ 1,,f0859f69-e915-97a3-63f0-676d57aa5dcd,,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
7a6e0d3d-9a44-a4c0-4d8b-68ee1b9ff792,2025-10-13,out,Списание в счет школы,alfabank,Альфа-банк,78400,Покупка абонемента ЗВШ,,26f5e876-a3ed-e189-e81c-68d8e2fa04e7,7a0ba54f-70c7-30c9-2d1b-68ee1b10ac6b,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
844842cf-51a2-0fde-9da2-68ee1be4177f,2025-10-13,in,Поступление на баланс,alfabank,Альфа-банк,78400,Оплата за абонемент ЗВШ,,26f5e876-a3ed-e189-e81c-68d8e2fa04e7,7a0ba54f-70c7-30c9-2d1b-68ee1b10ac6b,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
35b698d0-d0d9-4fbe-6eff-68ef5b919a10,2025-10-14,out,Списание в счет школы,alfabank,Альфа-банк,78400,Покупка абонемента ЗВШ,,380e9c43-5c97-e014-197d-6631f2ac78c0,34fc6e9c-4e0b-1848-333c-68ef5b7e0ab7,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
3cb77b0b-7a85-4eb1-0135-68ef5b4a1134,2025-10-14,in,Поступление на баланс,alfabank,Альфа-банк,78400,Оплата за абонемент ЗВШ,,380e9c43-5c97-e014-197d-6631f2ac78c0,34fc6e9c-4e0b-1848-333c-68ef5b7e0ab7,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
dbe3c286-f3f9-e71d-3d14-68f63c223586,2025-10-17,in,Поступление на баланс,alfabank,Альфа-банк,67032,ЗВШ,,414780d6-1cd5-6573-4fd8-6862675ec7ad,751173db-bf82-5a50-2293-690327653d67,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
3daa0e0d-78ce-3539-3259-69009be94843,2025-10-21,in,Поступление на баланс,alfabank,Альфа-банк,74480,Оплата за абонемент ЗВШ,,195af735-0282-10fc-a692-662e4d2f3505,f2adb176-5e6c-d877-81d8-69009b20088c,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
6bea9535-fb5d-b64f-103b-69009bf159cc,2025-10-21,in,Поступление на баланс,alfabank,Альфа-банк,2868,ЗВШ 2,,414780d6-1cd5-6573-4fd8-6862675ec7ad,751173db-bf82-5a50-2293-690327653d67,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
f3123472-971b-e655-729e-69009ba699fe,2025-10-21,out,Списание в счет школы,alfabank,Альфа-банк,74480,Покупка абонемента ЗВШ,,195af735-0282-10fc-a692-662e4d2f3505,f2adb176-5e6c-d877-81d8-69009b20088c,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
1ad82814-a377-1ce7-b7d8-6900886e2c46,2025-10-27,out,Списание в счет школы,alfabank,Альфа-банк,83300,Покупка абонемента ЗВШ,,2782e92f-82be-71c5-8507-68f5f7aa4f2d,1a711d57-4b16-edf3-a04f-6900882fc412,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
25f52038-9973-4862-3f18-690088b6230e,2025-10-27,in,Поступление на баланс,alfabank,Альфа-банк,83300,Оплата за абонемент ЗВШ,,2782e92f-82be-71c5-8507-68f5f7aa4f2d,1a711d57-4b16-edf3-a04f-6900882fc412,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
d0420bdf-6d68-4b9e-786d-690085e58f3c,2025-10-27,out,Списание в счет школы,alfabank,Альфа-банк,79135,Покупка абонемента ЗВШ,,e5e30072-7987-4b67-e050-66486c800167,cfd677ca-33c4-5667-9aa3-690085e205dd,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
d3d578ae-fac5-4ece-c2c4-69008592c45f,2025-10-27,in,Поступление на баланс,alfabank,Альфа-банк,79135,Оплата за абонемент ЗВШ,,e5e30072-7987-4b67-e050-66486c800167,cfd677ca-33c4-5667-9aa3-690085e205dd,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
b665a68f-4ce8-5b98-fe32-690218060c85,2025-10-28,out,Списание в счет школы,alfabank,Альфа-банк,78400,Покупка абонемента ЗВШ,,7e332996-dbb1-36fc-47d8-67c182e98a03,b5fea6f8-b1ca-2a30-8dd7-6902186b6d4b,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
bbb56851-d80c-1ad9-78ed-6902187d9190,2025-10-28,in,Поступление на баланс,alfabank,Альфа-банк,78400,Оплата за абонемент ЗВШ,,7e332996-dbb1-36fc-47d8-67c182e98a03,b5fea6f8-b1ca-2a30-8dd7-6902186b6d4b,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
df3cf830-c3fc-d27a-d9ce-6902190690d4,2025-10-28,out,Списание в счет школы,alfabank,Альфа-банк,74970,Покупка абонемента ЗВШ,,573fbe53-c14b-0d83-6147-62da7b19c016,ded66184-d369-b995-4eaf-6902195a18e5,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
e62b291e-984e-1a19-b7be-69021984e91e,2025-10-28,in,Поступление на баланс,alfabank,Альфа-банк,74970,Оплата за абонемент ЗВШ,,573fbe53-c14b-0d83-6147-62da7b19c016,ded66184-d369-b995-4eaf-6902195a18e5,,,{'vyezdnye_shkoly_inogorodnij_': 'Выездные школы (иногородний)'},,,,,
